URL,Page type,HTTP status,Final URL,Title,Title length,Title issue,Meta description,Meta description length,Meta issue,H1 count,H1 text,H1 issue,H2 list,H3 list,Canonical,Canonical issue,Robots,Robots issue,Sitemap included,Sitemap issue,Overall SEO status,Priority,Recommended fix
/collection/reddish-mango-cotton-orange-border,product page,200,/collection/reddish-mango-cotton-orange-border,Reddish mango – Pre-Loved Cotton Saree | From The Trunk,55,,"Own 'Reddish mango', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. There is a precise moment in the. Shipped with provenance.",151,,1,Reddish mango,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit | StretchFit Blouse,https://www.fromthetrunk.shop/collection/reddish-mango-cotton-orange-border,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/magenta-cotton,product page,200,/collection/magenta-cotton,Magenta Cotton Gold Zari Border – Pre-Loved Cotton Saree | From The Trunk,73,,"Own 'Magenta Cotton Gold Zari Border', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",135,,1,Magenta Cotton Gold Zari Border,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit | StretchFit Blouse,https://www.fromthetrunk.shop/collection/magenta-cotton,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/red-blue-madras-check-cotton,product page,200,/collection/red-blue-madras-check-cotton,Red Blue Madras Check Cotton – Pre-Loved Cotton Silk Saree | From The Trunk,75,,"Own 'Red Blue Madras Check Cotton', a one-of-a-kind pre-loved Cotton Silk saree authenticated by From The Trunk. Shipped with provenance.",137,,1,Red Blue Madras Check Cotton,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Marigold Orange StretchFit,https://www.fromthetrunk.shop/collection/red-blue-madras-check-cotton,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/twilight-orange-cotton-weave,product page,200,/collection/twilight-orange-cotton-weave,Twilight Orange Cotton Weave – Pre-Loved Cotton Saree | From The Trunk,70,,"Own 'Twilight Orange Cotton Weave', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",132,,1,Twilight Orange Cotton Weave,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit | StretchFit Blouse,https://www.fromthetrunk.shop/collection/twilight-orange-cotton-weave,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/lime-and-gold-cotton-classic,product page,200,/collection/lime-and-gold-cotton-classic,Lime and Gold Cotton Classic – Pre-Loved Cotton Saree | From The Trunk,70,,"Own 'Lime and Gold Cotton Classic', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",132,,1,Lime and Gold Cotton Classic,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit | StretchFit Blouse,https://www.fromthetrunk.shop/collection/lime-and-gold-cotton-classic,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/midnight-tribe-gold-border-cotton,product page,200,/collection/midnight-tribe-gold-border-cotton,Midnight Tribe Gold Border Cotton – Pre-Loved Cotton Saree | From The Trunk,75,,"Own 'Midnight Tribe Gold Border Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",137,,1,Midnight Tribe Gold Border Cotton,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit | StretchFit Blouse,https://www.fromthetrunk.shop/collection/midnight-tribe-gold-border-cotton,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/autumn-ember-golden-leaf-cotton,product page,200,/collection/autumn-ember-golden-leaf-cotton,Autumn Ember Golden Leaf Cotton – Pre-Loved Cotton Saree | From The Trunk,73,,"Own 'Autumn Ember Golden Leaf Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",135,,1,Autumn Ember Golden Leaf Cotton,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit | StretchFit Blouse,https://www.fromthetrunk.shop/collection/autumn-ember-golden-leaf-cotton,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/orange-blossom-cotton-weave,product page,200,/collection/orange-blossom-cotton-weave,Orange Blossom Cotton Weave – Pre-Loved Cotton Saree | From The Trunk,69,,"Own 'Orange Blossom Cotton Weave', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",131,,1,Orange Blossom Cotton Weave,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit | StretchFit Blouse,https://www.fromthetrunk.shop/collection/orange-blossom-cotton-weave,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/midnight-kesari-cotton-drape,product page,200,/collection/midnight-kesari-cotton-drape,Midnight Kesari Cotton Drape – Pre-Loved Silk Saree | From The Trunk,68,,"Own 'Midnight Kesari Cotton Drape', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Shipped with provenance.",130,,1,Midnight Kesari Cotton Drape,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Coral Sunrise Chiffon Georgette Saree | Indigo & Plum Tied Silk Saree | Forest & Flame Tie Dye Silk | StretchFit Blouse,https://www.fromthetrunk.shop/collection/midnight-kesari-cotton-drape,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/blush-green-handwoven-cotton-drape,product page,200,/collection/blush-green-handwoven-cotton-drape,Blush green – Pre-Loved Cotton Saree | From The Trunk,53,,"Own 'Blush green', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. There is a green that exists just. Shipped with provenance.",150,,1,Blush green,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit | StretchFit Blouse,https://www.fromthetrunk.shop/collection/blush-green-handwoven-cotton-drape,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/brown-kapi-cotton-black-line-border,product page,200,/collection/brown-kapi-cotton-black-line-border,Brown Kapi Cotton – Pre-Loved Cotton Saree | From The Trunk,59,,"Own 'Brown Kapi Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Kapi - the warm, toasted brown. Shipped with provenance.",153,,1,Brown Kapi Cotton,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit | StretchFit Blouse,https://www.fromthetrunk.shop/collection/brown-kapi-cotton-black-line-border,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/brown-and-mustard-light-silk,product page,200,/collection/brown-and-mustard-light-silk,Brown and Mustard light Silk – Pre-Loved Silk Saree | From The Trunk,68,,"Own 'Brown and Mustard light Silk', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Shipped with provenance.",130,,1,Brown and Mustard light Silk,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Coral Sunrise Chiffon Georgette Saree | Indigo & Plum Tied Silk Saree | Forest & Flame Tie Dye Silk | StretchFit Blouse,https://www.fromthetrunk.shop/collection/brown-and-mustard-light-silk,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/kesari-sunset-chiffon-saree,product page,200,/collection/kesari-sunset-chiffon-saree,Kesari Sunset Chiffon Saree | From The Trunk,44,,"Own 'Kesari Sunset Chiffon Saree', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",132,,1,Kesari Sunset Chiffon Saree,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Tangerine Noir Floral Border Weave | Rose Vine Stripe Chiffon Saree | StretchFit Blouse | StretchFit Blouse,https://www.fromthetrunk.shop/collection/kesari-sunset-chiffon-saree,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/magenta-mist-chiffon-drape,product page,200,/collection/magenta-mist-chiffon-drape,Magenta Mist Chiffon Drape – Pre-Loved Chiffon Saree | From The Trunk,69,,"Own 'Magenta Mist Chiffon Drape', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",131,,1,Magenta Mist Chiffon Drape,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Tangerine Noir Floral Border Weave | Rose Vine Stripe Chiffon Saree | StretchFit Blouse | StretchFit Blouse,https://www.fromthetrunk.shop/collection/magenta-mist-chiffon-drape,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/green-chiffon-with-fancy-border,product page,200,/collection/green-chiffon-with-fancy-border,Mint Chiffon Garden Border Saree – Pre-Loved Chiffon Saree | From The Trunk,75,,"Own 'Mint Chiffon Garden Border Saree', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",137,,1,Mint Chiffon Garden Border Saree,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Tangerine Noir Floral Border Weave | Rose Vine Stripe Chiffon Saree | StretchFit Blouse | StretchFit Blouse,https://www.fromthetrunk.shop/collection/green-chiffon-with-fancy-border,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/rani-pink-georgette-garden-party,product page,200,/collection/rani-pink-georgette-garden-party,Rani Pink Georgette – Pre-Loved Georgette Saree | From The Trunk,64,,"Own 'Rani Pink Georgette', a one-of-a-kind pre-loved Georgette saree authenticated by From The Trunk. There is a particular. Shipped with provenance.",149,,1,Rani Pink Georgette,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Sunset Ombré Chiffon Draped Dream | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse,https://www.fromthetrunk.shop/collection/rani-pink-georgette-garden-party,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/midnight-zari-georgette,product page,200,/collection/midnight-zari-georgette,Midnight Gold Embroidered Georgette – Pre-Loved Georgette Saree | From The Trunk,80,,"Own 'Midnight Gold Embroidered Georgette', a one-of-a-kind pre-loved Georgette saree authenticated by From The Trunk. Shipped with provenance.",142,,1,Midnight Gold Embroidered Georgette,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Sunset Ombré Chiffon Draped Dream | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse,https://www.fromthetrunk.shop/collection/midnight-zari-georgette,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/pressed-bloom-sheer-chiffon,product page,200,/collection/pressed-bloom-sheer-chiffon,Pressed Bloom Sheer Chiffon – Pre-Loved Chiffon Saree | From The Trunk,70,,"Own 'Pressed Bloom Sheer Chiffon', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",132,,1,Pressed Bloom Sheer Chiffon,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Tangerine Noir Floral Border Weave | Rose Vine Stripe Chiffon Saree | StretchFit Blouse | StretchFit Blouse,https://www.fromthetrunk.shop/collection/pressed-bloom-sheer-chiffon,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/mayil-peacock-kanjivaram-mix,product page,200,/collection/mayil-peacock-kanjivaram-mix,MAYIL – Pre-Loved Kanjeevaram Mix Saree | From The Trunk,56,,"Own 'MAYIL', a one-of-a-kind pre-loved Kanjeevaram Mix saree authenticated by From The Trunk. Named for the Tamil word for. Shipped with provenance.",148,,1,MAYIL,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Marigold Orange StretchFit,https://www.fromthetrunk.shop/collection/mayil-peacock-kanjivaram-mix,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/burnt-orange-temple-border-kanjivaram,product page,200,/collection/burnt-orange-temple-border-kanjivaram,Kanchipuram Burnt Orange Heirloom Silk – Pre-Loved Kanjeevaram Saree | From The Trunk,85,,"Own 'Kanchipuram Burnt Orange Heirloom Silk', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",147,,1,Kanchipuram Burnt Orange Heirloom Silk,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Marigold Orange StretchFit,https://www.fromthetrunk.shop/collection/burnt-orange-temple-border-kanjivaram,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/semmanjal-turmeric-gold-kanjeevaram,product page,200,/collection/semmanjal-turmeric-gold-kanjeevaram,Semmanjal kanjivaram – Pre-Loved Kanjeevaram Saree | From The Trunk,67,,"Own 'Semmanjal kanjivaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. There is a colour in. Shipped with provenance.",151,,1,Semmanjal kanjivaram,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Marigold Orange StretchFit,https://www.fromthetrunk.shop/collection/semmanjal-turmeric-gold-kanjeevaram,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/thangam-golden-weave-kanjivaram,product page,200,/collection/thangam-golden-weave-kanjivaram,Thangam Golden Weave Kanjivaram – Pre-Loved Kanjeevaram Saree | From The Trunk,78,,"Own 'Thangam Golden Weave Kanjivaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",140,,1,Thangam Golden Weave Kanjivaram,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Marigold Orange StretchFit,https://www.fromthetrunk.shop/collection/thangam-golden-weave-kanjivaram,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/violet-bloom-cotton-drape,product page,200,/collection/violet-bloom-cotton-drape,Violet Bloom Cotton Drape – Pre-Loved Georgette Saree | From The Trunk,70,,"Own 'Violet Bloom Cotton Drape', a one-of-a-kind pre-loved Georgette saree authenticated by From The Trunk. Shipped with provenance.",132,,1,Violet Bloom Cotton Drape,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Sunset Ombré Chiffon Draped Dream | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse,https://www.fromthetrunk.shop/collection/violet-bloom-cotton-drape,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/moss-green-lightweight-silk-selai,product page,200,/collection/moss-green-lightweight-silk-selai,Soft Girl Selai Green – Pre-Loved Silk Saree | From The Trunk,61,,"Own 'Soft Girl Selai Green', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. There is a particular shade. Shipped with provenance.",152,,1,Soft Girl Selai Green,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Coral Sunrise Chiffon Georgette Saree | Indigo & Plum Tied Silk Saree | Forest & Flame Tie Dye Silk | StretchFit Blouse,https://www.fromthetrunk.shop/collection/moss-green-lightweight-silk-selai,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/heritage-zari-border-kanjivaram,product page,200,/collection/heritage-zari-border-kanjivaram,Classic Gold Weave Kanjivaram – Pre-Loved Kanjeevaram Saree | From The Trunk,76,,"Own 'Classic Gold Weave Kanjivaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",138,,1,Classic Gold Weave Kanjivaram,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Marigold Orange StretchFit,https://www.fromthetrunk.shop/collection/heritage-zari-border-kanjivaram,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/nava-pazham-kanjeevaram-silk,product page,200,/collection/nava-pazham-kanjeevaram-silk,Nava Pazham – Pre-Loved Kanjeevaram Saree | From The Trunk,58,,"Own 'Nava Pazham', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Among the most revered motifs in. Shipped with provenance.",154,,1,Nava Pazham,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Marigold Orange StretchFit,https://www.fromthetrunk.shop/collection/nava-pazham-kanjeevaram-silk,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/nila-blue-gold-zari-silk,product page,200,/collection/nila-blue-gold-zari-silk,Nila Blue Gold Zari Silk – Pre-Loved Silk Saree | From The Trunk,64,,"Own 'Nila Blue Gold Zari Silk', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Blue Nila carries that. Shipped with provenance.",150,,1,Nila Blue Gold Zari Silk,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Coral Sunrise Chiffon Georgette Saree | Indigo & Plum Tied Silk Saree | Forest & Flame Tie Dye Silk | StretchFit Blouse,https://www.fromthetrunk.shop/collection/nila-blue-gold-zari-silk,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/colorful-vintage-kanjeevaram,product page,200,/collection/colorful-vintage-kanjeevaram,Colorful Vintage Kanjeevaram – Pre-Loved Kanjeevaram Saree | From The Trunk,75,,"Own 'Colorful Vintage Kanjeevaram', a one-of-a-kind pre-loved Kanjeevaram saree authenticated by From The Trunk. Shipped with provenance.",137,,1,Colorful Vintage Kanjeevaram,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Marigold Orange StretchFit,https://www.fromthetrunk.shop/collection/colorful-vintage-kanjeevaram,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/gulabi-kota-cotton,product page,200,/collection/gulabi-kota-cotton,Gulabi Kota Cotton – Pre-Loved Kota Cotton Saree | From The Trunk,65,,"Own 'Gulabi Kota Cotton', a one-of-a-kind pre-loved Kota Cotton saree authenticated by From The Trunk. Picture this: a gorgeous. Shipped with provenance.",153,,1,Gulabi Kota Cotton,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Marigold Orange StretchFit,https://www.fromthetrunk.shop/collection/gulabi-kota-cotton,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/kempu-pachai-and-bandhani,product page,200,/collection/kempu-pachai-and-bandhani,Kempu Pachai & Bandhani – Pre-Loved Silk Saree | From The Trunk,63,,"Own 'Kempu Pachai & Bandhani', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. In the lexicon of Indian. Shipped with provenance.",151,,1,Kempu Pachai & Bandhani,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Coral Sunrise Chiffon Georgette Saree | Indigo & Plum Tied Silk Saree | Forest & Flame Tie Dye Silk | StretchFit Blouse,https://www.fromthetrunk.shop/collection/kempu-pachai-and-bandhani,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/collection/pachai-linen-golden-border-drape,product page,200,/collection/pachai-linen-golden-border-drape,Pachai Linen Blend – Pre-Loved Linen Blend Saree | From The Trunk,65,,"Own 'Pachai Linen Blend', a one-of-a-kind pre-loved Linen Blend saree authenticated by From The Trunk. Some colours don't ask. Shipped with provenance.",151,,1,Pachai Linen Blend,,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Marigold Orange StretchFit,https://www.fromthetrunk.shop/collection/pachai-linen-golden-border-drape,,"index, follow",,yes,,Pass,Low,No rendered-page correction identified by automated checks.
/404,utility page,404,/404,From The Trunk | Authenticated Pre-Loved Sarees in India,56,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,1,This piece isn't in the trunk.,,Still waiting to be discovered,New Arrivals from the Trunk | Sarees with a Story | What Pre-loved Means | Open Your Trunk,,,noindex,,no,,Pass,Low,No rendered-page correction identified by automated checks.
/account/addresses,redirect,307,/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Faddresses,Account | From The Trunk,24,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,0,,,,,,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/account/orders,redirect,307,/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Forders,Account | From The Trunk,24,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,0,,,,,,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/account,utility page,200,/account,Account | From The Trunk,24,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,1,"Welcome, there.",,,,,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/account/profile,redirect,307,/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Fprofile,Account | From The Trunk,24,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,0,,,,,,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/account/profile/verify-email,redirect,307,/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Fprofile%2Fverify-email,Account | From The Trunk,24,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,0,,,,,,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/account/sign-in,utility page,200,/account/sign-in,Account | From The Trunk,24,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,0,,,,,,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/account/sign-up,utility page,200,/account/sign-up,Account | From The Trunk,24,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,0,,,,,,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/account/wishlist,redirect,307,/account/sign-in?callbackUrl=http%3A%2F%2Flocalhost%3A3100%2Faccount%2Fwishlist,Account | From The Trunk,24,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,0,,,,,,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/cart,utility page,200,/cart,Shopping Bag | From The Trunk,29,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,1,Your trunk selection.,,Not pre-owned. Re-stored. | Your bag | Order summary,,,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/checkout/confirmation,utility page,200,/checkout/confirmation,Order Confirmed | From The Trunk,32,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,1,We could not load this order.,,,,,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
/checkout,utility page,200,/checkout,Checkout | From The Trunk,25,,"Shop curated pre-loved sarees, heirloom silk sarees, designer drapes, and restored Indian textiles authenticated by From The Trunk.",131,,1,Complete your trunk.,,,,,,"noindex, follow",,no,,Pass,Low,No rendered-page correction identified by automated checks.
