Route/URL,Route file,Page/component file,Route group,Exists in app router?,Exists in sitemap?,Exists in nav?,Exists in footer?,Public/private/utility/admin,HTTP status in production build,Redirect target,Canonical,Robots,Indexability verdict,Notes
/collection?tags=top-viewed,app/(site)/collection/page.tsx,app/(site)/collection/page.tsx,rendered crawl,yes,no,yes,no,collection page,200,,https://www.fromthetrunk.shop/collection,"noindex, follow",not indexable,
/collection?type=blouse,app/(site)/collection/page.tsx,app/(site)/collection/page.tsx,rendered crawl,yes,no,yes,no,collection page,200,,https://www.fromthetrunk.shop/collection,"noindex, follow",not indexable,
/collection?sort=price-asc,app/(site)/collection/page.tsx,app/(site)/collection/page.tsx,rendered crawl,yes,no,no,no,collection page,200,,https://www.fromthetrunk.shop/collection,"noindex, follow",not indexable,
/seo-audit-definitely-missing,app/(site)/[...slug]/page.tsx,app/(site)/[...slug]/page.tsx,rendered crawl,yes,no,no,no,unknown / 404,404,,,noindex,not indexable,
/admin,app/(site)/[...slug]/page.tsx,app/(site)/[...slug]/page.tsx,rendered crawl,yes,no,no,no,admin/private,200,,,"index, follow",indexable,expected noindex missing | expected nofollow missing
/admin/orders/seo-audit-placeholder/packing-slip,app/(admin)/admin/orders/[id]/packing-slip/page.tsx,app/(admin)/admin/orders/[id]/packing-slip/page.tsx,rendered crawl,yes,no,no,no,admin/private,404,,,noindex,not indexable,
/api/v2/docs,app/(site)/[...slug]/page.tsx,app/(site)/[...slug]/page.tsx,rendered crawl,yes,no,no,no,API / metadata endpoint,404,,,,not indexable,
/api/v2/openapi.json,app/(site)/[...slug]/page.tsx,app/(site)/[...slug]/page.tsx,rendered crawl,yes,no,no,no,API / metadata endpoint,404,,,,not indexable,
/api/auth/session,app/(site)/[...slug]/page.tsx,app/(site)/[...slug]/page.tsx,rendered crawl,yes,no,no,no,API / metadata endpoint,200,,,,not indexable,
/collection/stretchfit-blouse,app/(site)/collection/[slug]/page.tsx,app/(site)/collection/[slug]/page.tsx,rendered crawl,yes,no,no,no,product page,200,,https://www.fromthetrunk.shop/collection/stretchfit-blouse,"noindex, follow",not indexable,
/collection/stretchfit-blouse-1,app/(site)/collection/[slug]/page.tsx,app/(site)/collection/[slug]/page.tsx,rendered crawl,yes,no,no,no,product page,200,,https://www.fromthetrunk.shop/collection/stretchfit-blouse-1,"noindex, follow",not indexable,
/collection/sleeveless-cerise-pink-stretchfit-blouse,app/(site)/collection/[slug]/page.tsx,app/(site)/collection/[slug]/page.tsx,rendered crawl,yes,no,no,no,product page,200,,https://www.fromthetrunk.shop/collection/sleeveless-cerise-pink-stretchfit-blouse,"noindex, follow",not indexable,
/collection/sleeveless-marigold-orange-stretchfit,app/(site)/collection/[slug]/page.tsx,app/(site)/collection/[slug]/page.tsx,rendered crawl,yes,no,no,no,product page,200,,https://www.fromthetrunk.shop/collection/sleeveless-marigold-orange-stretchfit,"noindex, follow",not indexable,
/collection/sleeveless-black-stretchfit,app/(site)/collection/[slug]/page.tsx,app/(site)/collection/[slug]/page.tsx,rendered crawl,yes,no,no,no,product page,200,,https://www.fromthetrunk.shop/collection/sleeveless-black-stretchfit,"noindex, follow",not indexable,
/collection/rose-vine-stripe-chiffon-saree,app/(site)/collection/[slug]/page.tsx,app/(site)/collection/[slug]/page.tsx,rendered crawl,yes,no,no,no,product page,200,,https://www.fromthetrunk.shop/collection/rose-vine-stripe-chiffon-saree,"index, follow",indexable,indexable URL missing from sitemap
/collection/coral-sunrise-chiffon-georgette-saree,app/(site)/collection/[slug]/page.tsx,app/(site)/collection/[slug]/page.tsx,rendered crawl,yes,no,no,no,product page,200,,https://www.fromthetrunk.shop/collection/coral-sunrise-chiffon-georgette-saree,"index, follow",indexable,indexable URL missing from sitemap
/georgetta-saree,app/(site)/[...slug]/page.tsx,database CMS row,(site),"yes, catch-all",no,no,no,private/draft CMS page,not crawled (draft),,,draft,not public,CMS status draft; SEO title Georgetta Saree | From The Trunk.
