URL,Title,Title length,Title source,Meta description,Meta length,Meta source,Meta keywords,Robots,Canonical,Open Graph title,Open Graph description,Twitter title,Twitter description,Google verification tag if present,Other meta tags,Issues
/collection/forest-green-silk-black-gold,Forest green silk black gold – Pre-Loved Silk Saree | From The Trunk,68,app/(site)/collection/[slug]/page.tsx,"Own 'Forest green silk black gold', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Shipped with provenance.",130,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/forest-green-silk-black-gold,Forest green silk black gold – Pre-Loved Silk Saree,"Own 'Forest green silk black gold', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Shipped with provenance.",Forest green silk black gold – Pre-Loved Silk Saree,"Own 'Forest green silk black gold', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/teal-blue-moody-silk-drape,Teal moody silk saree | From The Trunk,38,app/(site)/collection/[slug]/page.tsx,"Own 'Teal moody silk saree', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. There is a moment in the late. Shipped with provenance.",154,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/teal-blue-moody-silk-drape,Teal moody silk saree,"Own 'Teal moody silk saree', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. There is a moment in the late. Shipped with provenance.",Teal moody silk saree,"Own 'Teal moody silk saree', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. There is a moment in the late. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/rose-silk-green-brown-stripe,Rose silk – Pre-Loved Silk Saree | From The Trunk,49,app/(site)/collection/[slug]/page.tsx,"Own 'Rose silk', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Before a single thread was thrown across. Shipped with provenance.",153,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/rose-silk-green-brown-stripe,Rose silk – Pre-Loved Silk Saree,"Own 'Rose silk', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Before a single thread was thrown across. Shipped with provenance.",Rose silk – Pre-Loved Silk Saree,"Own 'Rose silk', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Before a single thread was thrown across. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/mustard-organza-brown-border-drape,Harvest gold – Pre-Loved Organza Saree | From The Trunk,55,app/(site)/collection/[slug]/page.tsx,"Own 'Harvest gold', a one-of-a-kind pre-loved Organza saree authenticated by From The Trunk. Organza of this character. Shipped with provenance.",144,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/mustard-organza-brown-border-drape,Harvest gold – Pre-Loved Organza Saree,"Own 'Harvest gold', a one-of-a-kind pre-loved Organza saree authenticated by From The Trunk. Organza of this character. Shipped with provenance.",Harvest gold – Pre-Loved Organza Saree,"Own 'Harvest gold', a one-of-a-kind pre-loved Organza saree authenticated by From The Trunk. Organza of this character. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/charcoal-gold-organza-heirloom-drape,Charcoal gold organza heirloom drape – Pre-Loved Organza Saree | From The Trunk,79,app/(site)/collection/[slug]/page.tsx,"Own 'Charcoal gold organza heirloom drape', a one-of-a-kind pre-loved Organza saree authenticated by From The Trunk. Shipped with provenance.",141,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/charcoal-gold-organza-heirloom-drape,Charcoal gold organza heirloom drape – Pre-Loved Organza Saree,"Own 'Charcoal gold organza heirloom drape', a one-of-a-kind pre-loved Organza saree authenticated by From The Trunk. Shipped with provenance.",Charcoal gold organza heirloom drape – Pre-Loved Organza Saree,"Own 'Charcoal gold organza heirloom drape', a one-of-a-kind pre-loved Organza saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/beige-organza-peach-bloom,Beige Organza Peach Bloom Print – Pre-Loved Organza Saree | From The Trunk,74,app/(site)/collection/[slug]/page.tsx,"Own 'Beige Organza Peach Bloom Print', a one-of-a-kind pre-loved Organza saree authenticated by From The Trunk. Shipped with provenance.",136,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/beige-organza-peach-bloom,Beige Organza Peach Bloom Print – Pre-Loved Organza Saree,"Own 'Beige Organza Peach Bloom Print', a one-of-a-kind pre-loved Organza saree authenticated by From The Trunk. Shipped with provenance.",Beige Organza Peach Bloom Print – Pre-Loved Organza Saree,"Own 'Beige Organza Peach Bloom Print', a one-of-a-kind pre-loved Organza saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/maroon-chettinad-cotton,Maroon chettinad cotton – Pre-Loved Cotton Saree | From The Trunk,65,app/(site)/collection/[slug]/page.tsx,"Own 'Maroon chettinad cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Born on the handlooms of. Shipped with provenance.",153,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/maroon-chettinad-cotton,Maroon chettinad cotton – Pre-Loved Cotton Saree,"Own 'Maroon chettinad cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Born on the handlooms of. Shipped with provenance.",Maroon chettinad cotton – Pre-Loved Cotton Saree,"Own 'Maroon chettinad cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Born on the handlooms of. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/deep-wine-organza,Deep wine organza – Pre-Loved Organza Saree | From The Trunk,60,app/(site)/collection/[slug]/page.tsx,"Own 'Deep wine organza', a one-of-a-kind pre-loved Organza saree authenticated by From The Trunk. A sumptuous burgundy saree. Shipped with provenance.",150,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/deep-wine-organza,Deep wine organza – Pre-Loved Organza Saree,"Own 'Deep wine organza', a one-of-a-kind pre-loved Organza saree authenticated by From The Trunk. A sumptuous burgundy saree. Shipped with provenance.",Deep wine organza – Pre-Loved Organza Saree,"Own 'Deep wine organza', a one-of-a-kind pre-loved Organza saree authenticated by From The Trunk. A sumptuous burgundy saree. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/indigo-dusk-silk-cotton,Indigo Dusk – Pre-Loved Cotton Saree | From The Trunk,53,app/(site)/collection/[slug]/page.tsx,"Own 'Indigo Dusk', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. A striking deep blue saree adorned. Shipped with provenance.",151,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/indigo-dusk-silk-cotton,Indigo Dusk – Pre-Loved Cotton Saree,"Own 'Indigo Dusk', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. A striking deep blue saree adorned. Shipped with provenance.",Indigo Dusk – Pre-Loved Cotton Saree,"Own 'Indigo Dusk', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. A striking deep blue saree adorned. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/reddish-mango-cotton-orange-border,Reddish mango – Pre-Loved Cotton Saree | From The Trunk,55,app/(site)/collection/[slug]/page.tsx,"Own 'Reddish mango', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. There is a precise moment in the. Shipped with provenance.",151,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/reddish-mango-cotton-orange-border,Reddish mango – Pre-Loved Cotton Saree,"Own 'Reddish mango', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. There is a precise moment in the. Shipped with provenance.",Reddish mango – Pre-Loved Cotton Saree,"Own 'Reddish mango', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. There is a precise moment in the. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/magenta-cotton,Magenta Cotton Gold Zari Border – Pre-Loved Cotton Saree | From The Trunk,73,app/(site)/collection/[slug]/page.tsx,"Own 'Magenta Cotton Gold Zari Border', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",135,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/magenta-cotton,Magenta Cotton Gold Zari Border – Pre-Loved Cotton Saree,"Own 'Magenta Cotton Gold Zari Border', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",Magenta Cotton Gold Zari Border – Pre-Loved Cotton Saree,"Own 'Magenta Cotton Gold Zari Border', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/red-blue-madras-check-cotton,Red Blue Madras Check Cotton – Pre-Loved Cotton Silk Saree | From The Trunk,75,app/(site)/collection/[slug]/page.tsx,"Own 'Red Blue Madras Check Cotton', a one-of-a-kind pre-loved Cotton Silk saree authenticated by From The Trunk. Shipped with provenance.",137,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/red-blue-madras-check-cotton,Red Blue Madras Check Cotton – Pre-Loved Cotton Silk Saree,"Own 'Red Blue Madras Check Cotton', a one-of-a-kind pre-loved Cotton Silk saree authenticated by From The Trunk. Shipped with provenance.",Red Blue Madras Check Cotton – Pre-Loved Cotton Silk Saree,"Own 'Red Blue Madras Check Cotton', a one-of-a-kind pre-loved Cotton Silk saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/twilight-orange-cotton-weave,Twilight Orange Cotton Weave – Pre-Loved Cotton Saree | From The Trunk,70,app/(site)/collection/[slug]/page.tsx,"Own 'Twilight Orange Cotton Weave', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",132,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/twilight-orange-cotton-weave,Twilight Orange Cotton Weave – Pre-Loved Cotton Saree,"Own 'Twilight Orange Cotton Weave', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",Twilight Orange Cotton Weave – Pre-Loved Cotton Saree,"Own 'Twilight Orange Cotton Weave', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/lime-and-gold-cotton-classic,Lime and Gold Cotton Classic – Pre-Loved Cotton Saree | From The Trunk,70,app/(site)/collection/[slug]/page.tsx,"Own 'Lime and Gold Cotton Classic', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",132,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/lime-and-gold-cotton-classic,Lime and Gold Cotton Classic – Pre-Loved Cotton Saree,"Own 'Lime and Gold Cotton Classic', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",Lime and Gold Cotton Classic – Pre-Loved Cotton Saree,"Own 'Lime and Gold Cotton Classic', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/midnight-tribe-gold-border-cotton,Midnight Tribe Gold Border Cotton – Pre-Loved Cotton Saree | From The Trunk,75,app/(site)/collection/[slug]/page.tsx,"Own 'Midnight Tribe Gold Border Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",137,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/midnight-tribe-gold-border-cotton,Midnight Tribe Gold Border Cotton – Pre-Loved Cotton Saree,"Own 'Midnight Tribe Gold Border Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",Midnight Tribe Gold Border Cotton – Pre-Loved Cotton Saree,"Own 'Midnight Tribe Gold Border Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/autumn-ember-golden-leaf-cotton,Autumn Ember Golden Leaf Cotton – Pre-Loved Cotton Saree | From The Trunk,73,app/(site)/collection/[slug]/page.tsx,"Own 'Autumn Ember Golden Leaf Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",135,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/autumn-ember-golden-leaf-cotton,Autumn Ember Golden Leaf Cotton – Pre-Loved Cotton Saree,"Own 'Autumn Ember Golden Leaf Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",Autumn Ember Golden Leaf Cotton – Pre-Loved Cotton Saree,"Own 'Autumn Ember Golden Leaf Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/orange-blossom-cotton-weave,Orange Blossom Cotton Weave – Pre-Loved Cotton Saree | From The Trunk,69,app/(site)/collection/[slug]/page.tsx,"Own 'Orange Blossom Cotton Weave', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",131,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/orange-blossom-cotton-weave,Orange Blossom Cotton Weave – Pre-Loved Cotton Saree,"Own 'Orange Blossom Cotton Weave', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",Orange Blossom Cotton Weave – Pre-Loved Cotton Saree,"Own 'Orange Blossom Cotton Weave', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/midnight-kesari-cotton-drape,Midnight Kesari Cotton Drape – Pre-Loved Silk Saree | From The Trunk,68,app/(site)/collection/[slug]/page.tsx,"Own 'Midnight Kesari Cotton Drape', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Shipped with provenance.",130,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/midnight-kesari-cotton-drape,Midnight Kesari Cotton Drape – Pre-Loved Silk Saree,"Own 'Midnight Kesari Cotton Drape', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Shipped with provenance.",Midnight Kesari Cotton Drape – Pre-Loved Silk Saree,"Own 'Midnight Kesari Cotton Drape', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/blush-green-handwoven-cotton-drape,Blush green – Pre-Loved Cotton Saree | From The Trunk,53,app/(site)/collection/[slug]/page.tsx,"Own 'Blush green', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. There is a green that exists just. Shipped with provenance.",150,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/blush-green-handwoven-cotton-drape,Blush green – Pre-Loved Cotton Saree,"Own 'Blush green', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. There is a green that exists just. Shipped with provenance.",Blush green – Pre-Loved Cotton Saree,"Own 'Blush green', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. There is a green that exists just. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/brown-kapi-cotton-black-line-border,Brown Kapi Cotton – Pre-Loved Cotton Saree | From The Trunk,59,app/(site)/collection/[slug]/page.tsx,"Own 'Brown Kapi Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Kapi - the warm, toasted brown. Shipped with provenance.",153,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/brown-kapi-cotton-black-line-border,Brown Kapi Cotton – Pre-Loved Cotton Saree,"Own 'Brown Kapi Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Kapi - the warm, toasted brown. Shipped with provenance.",Brown Kapi Cotton – Pre-Loved Cotton Saree,"Own 'Brown Kapi Cotton', a one-of-a-kind pre-loved Cotton saree authenticated by From The Trunk. Kapi - the warm, toasted brown. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/brown-and-mustard-light-silk,Brown and Mustard light Silk – Pre-Loved Silk Saree | From The Trunk,68,app/(site)/collection/[slug]/page.tsx,"Own 'Brown and Mustard light Silk', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Shipped with provenance.",130,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/brown-and-mustard-light-silk,Brown and Mustard light Silk – Pre-Loved Silk Saree,"Own 'Brown and Mustard light Silk', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Shipped with provenance.",Brown and Mustard light Silk – Pre-Loved Silk Saree,"Own 'Brown and Mustard light Silk', a one-of-a-kind pre-loved Silk saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/kesari-sunset-chiffon-saree,Kesari Sunset Chiffon Saree | From The Trunk,44,app/(site)/collection/[slug]/page.tsx,"Own 'Kesari Sunset Chiffon Saree', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",132,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/kesari-sunset-chiffon-saree,Kesari Sunset Chiffon Saree,"Own 'Kesari Sunset Chiffon Saree', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",Kesari Sunset Chiffon Saree,"Own 'Kesari Sunset Chiffon Saree', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/magenta-mist-chiffon-drape,Magenta Mist Chiffon Drape – Pre-Loved Chiffon Saree | From The Trunk,69,app/(site)/collection/[slug]/page.tsx,"Own 'Magenta Mist Chiffon Drape', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",131,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/magenta-mist-chiffon-drape,Magenta Mist Chiffon Drape – Pre-Loved Chiffon Saree,"Own 'Magenta Mist Chiffon Drape', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",Magenta Mist Chiffon Drape – Pre-Loved Chiffon Saree,"Own 'Magenta Mist Chiffon Drape', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/green-chiffon-with-fancy-border,Mint Chiffon Garden Border Saree – Pre-Loved Chiffon Saree | From The Trunk,75,app/(site)/collection/[slug]/page.tsx,"Own 'Mint Chiffon Garden Border Saree', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",137,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/green-chiffon-with-fancy-border,Mint Chiffon Garden Border Saree – Pre-Loved Chiffon Saree,"Own 'Mint Chiffon Garden Border Saree', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",Mint Chiffon Garden Border Saree – Pre-Loved Chiffon Saree,"Own 'Mint Chiffon Garden Border Saree', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/rani-pink-georgette-garden-party,Rani Pink Georgette – Pre-Loved Georgette Saree | From The Trunk,64,app/(site)/collection/[slug]/page.tsx,"Own 'Rani Pink Georgette', a one-of-a-kind pre-loved Georgette saree authenticated by From The Trunk. There is a particular. Shipped with provenance.",149,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/rani-pink-georgette-garden-party,Rani Pink Georgette – Pre-Loved Georgette Saree,"Own 'Rani Pink Georgette', a one-of-a-kind pre-loved Georgette saree authenticated by From The Trunk. There is a particular. Shipped with provenance.",Rani Pink Georgette – Pre-Loved Georgette Saree,"Own 'Rani Pink Georgette', a one-of-a-kind pre-loved Georgette saree authenticated by From The Trunk. There is a particular. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/midnight-zari-georgette,Midnight Gold Embroidered Georgette – Pre-Loved Georgette Saree | From The Trunk,80,app/(site)/collection/[slug]/page.tsx,"Own 'Midnight Gold Embroidered Georgette', a one-of-a-kind pre-loved Georgette saree authenticated by From The Trunk. Shipped with provenance.",142,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/midnight-zari-georgette,Midnight Gold Embroidered Georgette – Pre-Loved Georgette Saree,"Own 'Midnight Gold Embroidered Georgette', a one-of-a-kind pre-loved Georgette saree authenticated by From The Trunk. Shipped with provenance.",Midnight Gold Embroidered Georgette – Pre-Loved Georgette Saree,"Own 'Midnight Gold Embroidered Georgette', a one-of-a-kind pre-loved Georgette saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/pressed-bloom-sheer-chiffon,Pressed Bloom Sheer Chiffon – Pre-Loved Chiffon Saree | From The Trunk,70,app/(site)/collection/[slug]/page.tsx,"Own 'Pressed Bloom Sheer Chiffon', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",132,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/pressed-bloom-sheer-chiffon,Pressed Bloom Sheer Chiffon – Pre-Loved Chiffon Saree,"Own 'Pressed Bloom Sheer Chiffon', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",Pressed Bloom Sheer Chiffon – Pre-Loved Chiffon Saree,"Own 'Pressed Bloom Sheer Chiffon', a one-of-a-kind pre-loved Chiffon saree authenticated by From The Trunk. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
/collection/mayil-peacock-kanjivaram-mix,MAYIL – Pre-Loved Kanjeevaram Mix Saree | From The Trunk,56,app/(site)/collection/[slug]/page.tsx,"Own 'MAYIL', a one-of-a-kind pre-loved Kanjeevaram Mix saree authenticated by From The Trunk. Named for the Tamil word for. Shipped with provenance.",148,app/(site)/collection/[slug]/page.tsx,,"index, follow",https://www.fromthetrunk.shop/collection/mayil-peacock-kanjivaram-mix,MAYIL – Pre-Loved Kanjeevaram Mix Saree,"Own 'MAYIL', a one-of-a-kind pre-loved Kanjeevaram Mix saree authenticated by From The Trunk. Named for the Tamil word for. Shipped with provenance.",MAYIL – Pre-Loved Kanjeevaram Mix Saree,"Own 'MAYIL', a one-of-a-kind pre-loved Kanjeevaram Mix saree authenticated by From The Trunk. Named for the Tamil word for. Shipped with provenance.",,"{""name"":"""",""content"":""""} | {""name"":""viewport"",""content"":""width=device-width, initial-scale=1""} | {""name"":""next-size-adjust"",""content"":""""} | {""name"":""theme-color"",""content"":""#4b2626""}",
