File path,File type,SEO relevance,Important SEO strings found,Routes affected,Notes
components/checkout/checkout-field.tsx,.tsx,other,,/[...slug] | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,69 text lines scanned
components/checkout/checkout-page-client.tsx,.tsx,other,"L39: import type { Address, Product } from ""@/types/domain""; | L96: featuredPicks: Product[]; | L174: toast.error(copy.title); | L358: // Task 6: blouse-pairing availability note. CartItem doesn't carry the product | L604: description: `Order for ${items.length} piece${items.length > 1 ? ""s"" : """"}`, | L620: // On the payment-link redirect path the page is already navigating away; | L710: description={STEP_COPY.shipping.description} | L969: <p className=""font-serif text-lg text-ftt-navy"">{conflict.title}</p>",/checkout,984 text lines scanned
components/checkout/checkout-progress.tsx,.tsx,other,,/checkout,131 text lines scanned
components/checkout/checkout-shell.tsx,.tsx,other,,/checkout,59 text lines scanned
components/checkout/checkout-step-actions.tsx,.tsx,other,,/checkout,50 text lines scanned
components/checkout/country-combobox.tsx,.tsx,other,,/[...slug] | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,136 text lines scanned
components/checkout/empty-cart.tsx,.tsx,other,"L7: import type { Product } from ""@/types/domain""; | L10: featuredPicks: Product[]; | L52: {featuredPicks.map((product, index) => { | L53: const imageSrc = resolveMediaURL(product.images?.[0]); | L56: key={product.id} | L57: href={`/collection/${product.slug}`} | L64: alt={product.name} | L78: {product.name} | L81: {formatCurrency(product.pricePaise / 100)}",/checkout,93 text lines scanned
components/checkout/gift-options.tsx,.tsx,other,,/checkout,108 text lines scanned
components/checkout/location-map.tsx,.tsx,other,,/[...slug] | /account/addresses | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,76 text lines scanned
components/checkout/order-summary.tsx,.tsx,other,"L118: title=""Remove item"" | L196: {conflict.title}",/checkout,328 text lines scanned
components/checkout/packaging-preview.tsx,.tsx,other,"L18: title: string; | L20: description: string; | L33: title, | L35: description, | L56: <DialogTitle className=""font-serif text-ftt-navy"">{title}</DialogTitle> | L68: alt={`${title}, photo ${safeIndex + 1} of ${count}`} | L135: <p className=""text-sm leading-6 text-ftt-burgundy/70"">{description}</p>",/checkout,141 text lines scanned
components/checkout/packaging-step.tsx,.tsx,other,"L34: title: string; | L36: description: string; | L46: title: ""Normal Care Packaging"", | L48: description: | L55: title: ""Premium Trunk Packaging"", | L57: description: | L75: title: ""The Box"", | L79: title: ""The Saree Bag"", | L83: title: ""The Care Card"", | L87: title: ""The Thank You Note"", | L91: title: ""The Surprise"", | L184: {option.title}",/checkout,316 text lines scanned
components/checkout/phone-field.tsx,.tsx,other,,/[...slug] | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,114 text lines scanned
components/checkout/review-step.tsx,.tsx,other,"L41: <ReviewAddress title=""Shipping to"" address={shippingAddress} /> | L43: title=""Billing"" | L85: title, | L89: title: string; | L98: {title}",/checkout,118 text lines scanned
components/checkout/saved-address-picker.tsx,.tsx,other,,/checkout,99 text lines scanned
components/collection/filter-link.tsx,.tsx,other,"L13: title?: string; | L24: export function FilterLink({ href, className, children, title }: FilterLinkProps) { | L31: title={title}",/collection,56 text lines scanned
components/collection/mobile-filter-disclosure.tsx,.tsx,other,,,95 text lines scanned
components/contact/contact-wizard.tsx,.tsx,other,,/contact | /guides/[slug] | /how-it-works | / | /sell-your-saree | /why,431 text lines scanned
components/errors/branded-not-found.tsx,.tsx,other,"L34: title: ""New Arrivals from the Trunk"", | L41: title: ""Sarees with a Story"", | L48: title: ""What Pre-loved Means"", | L55: title: ""Open Your Trunk"", | L222: {recoveryCards.map(({ title, body, cta, href, Icon }) => ( | L224: key={title} | L234: {title}",/404,253 text lines scanned
components/landing/instagram-social-card.tsx,.tsx,other,,/,203 text lines scanned
components/layout/announcement-bar.tsx,.tsx,other,,,60 text lines scanned
components/layout/connect-dialog-nav-button.tsx,.tsx,nav,,,24 text lines scanned
components/layout/connect-dialog.tsx,.tsx,other,,/guides/[slug] | /how-it-works | /sell-your-saree | /why,120 text lines scanned
components/layout/footer-newsletter-form.tsx,.tsx,footer,,,119 text lines scanned
components/layout/nav-data.ts,.ts,nav,,,46 text lines scanned
components/layout/nav-dropdown.tsx,.tsx,nav,,,113 text lines scanned
components/layout/nav-link.tsx,.tsx,nav,,,56 text lines scanned
components/layout/search-bar.tsx,.tsx,other,"L13: import type { Product } from ""@/types/domain""; | L18: const [results, setResults] = useState<Product[]>([]); | L163: {results.map((product) => { | L164: const image = resolveMediaURL(product.images?.[0]); | L167: key={product.id} | L168: href={`/collection/${product.slug}`} | L177: alt={product.name} | L190: {product.name} | L193: {product.detailsFabric ?? ""Heirloom""},{"" ""} | L194: {formatCurrency(product.pricePaise / 100)}",,218 text lines scanned
components/layout/site-footer-server.tsx,.tsx,footer,,,19 text lines scanned
components/layout/site-footer.tsx,.tsx,footer,"L10: title: ""Explore"", | L26: title: ""Shop By"", | L37: title: ""Customer Care"", | L51: title: ""Legal"", | L78: (section) => section.title === ""Customer Care"", | L258: <details key={section.title} className=""group""> | L260: <span>{section.title}</span> | L268: <li key={`${section.title}-${link.label}`}> | L345: key={section.title} | L350: {section.title} | L357: <li key={`${section.title}-${link.label}`}>",,496 text lines scanned
components/layout/site-header-controls.tsx,.tsx,nav,,,378 text lines scanned
components/layout/site-header-nav.tsx,.tsx,nav,,,157 text lines scanned
components/layout/site-header-server.tsx,.tsx,nav,,,36 text lines scanned
components/layout/site-header.tsx,.tsx,nav,,,383 text lines scanned
components/layout/theme-styler.tsx,.tsx,other,,,50 text lines scanned
components/product/.DS_Store,[none],product,,,Binary/media filename inventoried; content not parsed
components/product/FromTheTrunk_Our_Story-FINAL (1).pptx,.pptx,product,,,Binary/media filename inventoried; content not parsed
components/product/FromTheTrunk_Our_Story-FINAL.pptx,.pptx,product,,,Binary/media filename inventoried; content not parsed
components/product/NavCartMotionTarget.example.tsx,.tsx,nav,,,57 text lines scanned
components/product/blouse-purchase-controls.tsx,.tsx,product,"L6: import { BlouseSizeSelector } from ""@/components/product/blouse-size-selector""; | L7: import { WishlistButton } from ""@/components/product/wishlist-button""; | L13: import type { Product } from ""@/types/domain""; | L17: product: Product; | L25: product, | L30: const availableSizes = getAvailableBlouseSizes(product); | L56: product={product} | L64: productId={product.id} | L65: productName={product.name}",/collection/[slug],72 text lines scanned
components/product/blouse-size-chart-dialog.tsx,.tsx,product,"L7: import { BlouseSizeChartTable } from ""@/components/product/blouse-size-chart-table"";",/collection/[slug],115 text lines scanned
components/product/blouse-size-chart-table.tsx,.tsx,product,,/collection/[slug],76 text lines scanned
components/product/blouse-size-selector.tsx,.tsx,product,"L5: import { BlouseSizeChartDialog } from ""@/components/product/blouse-size-chart-dialog"";",/collection/[slug],92 text lines scanned
components/product/collection-page-size-select.tsx,.tsx,product,,/collection,56 text lines scanned
components/product/product-card-commerce-row(orginal).tsx,.tsx,product,"L7: import { useLiveProductStock } from ""@/lib/realtime/use-live-product-stock""; | L10: import type { Product, StockStatus } from ""@/types/domain""; | L12: type ProductWithCommerceMeta = Product & { | L23: product, | L26: product: ProductWithCommerceMeta; | L32: const inCart = hasItem(product.id); | L33: const image = resolveMediaURL(product.images?.[0]) ?? """"; | L35: initialStatus: product.stockStatus as StockStatus, | L36: productId: product.id, | L37: productSlug: product.slug, | L43: product.ratingAverage ?? | L44: product.rating ??",,159 text lines scanned
components/product/product-card-commerce-row.tsx,.tsx,product,"L18: import { isBlouseProduct } from ""@/lib/products/product-type""; | L21: import type { Product } from ""@/types/domain""; | L23: type ProductCardCommerceProduct = Product & { | L55: product, | L61: product: ProductCardCommerceProduct; | L80: const hasCartItem = useCartStore((store) => store.hasItem(product.id)); | L82: const isBlouse = isBlouseProduct(product); | L102: const stockText = String(product.status ?? product.stockStatus ?? """") | L108: Boolean(product.isSold) || | L111: product.availability === false || | L112: product.availableForSale === false || | L113: product.inventoryCount === 0;",/[...slug] | /account/wishlist | /blouses | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,683 text lines scanned
components/product/product-card.tsx,.tsx,product,"L12: import { buildProductCardAlt } from ""@/lib/seo/image-alt""; | L14: import { useLiveProductStock } from ""@/lib/realtime/use-live-product-stock""; | L17: import { WishlistButton } from ""@/components/product/wishlist-button""; | L18: import { ProductCardCommerceRow } from ""@/components/product/product-card-commerce-row""; | L19: import { isBlouseProduct } from ""@/lib/products/product-type""; | L20: import type { Product, StockStatus } from ""@/types/domain""; | L24: product: Product; | L32: export function ProductCard({ product, className }: ProductCardProps) { | L38: const primaryImage = resolveMediaURL(product.images?.[0]); | L39: const productImageAlt = buildProductCardAlt(product); | L42: initialStatus: product.stockStatus as StockStatus, | L43: productId: product.id,",/[...slug] | /account/wishlist | /blouses | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,196 text lines scanned
components/product/product-gallery.tsx,.tsx,product,"L47: <section aria-label={`${alt} product images`} className=""h-full""> | L105: aria-label=""Show previous product image"" | L113: aria-label=""Show next product image""",/collection/[slug],125 text lines scanned
components/product/product-view-tracker.tsx,.tsx,product,L20: * Invisible component that records a product view in localStorage | L21: * when mounted. Place it on the product detail page.,/collection/[slug],63 text lines scanned
components/product/recently-viewed.tsx,.tsx,product,"L14: /** Exclude this product ID (e.g., the current product detail page) */ | L28: // product on another page. A no-op subscribe therefore reproduces the previous",/collection/[slug],118 text lines scanned
components/product/restock-notify-button.tsx,.tsx,product,,/collection/[slug],129 text lines scanned
components/product/wishlist-button.tsx,.tsx,product,"L53: // Distinct from [""wishlist"",""products""] used by the wishlist page (returns Product[]).",/[...slug] | /account/wishlist | /blouses | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,218 text lines scanned
components/providers.tsx,.tsx,other,,,46 text lines scanned
components/sections/brand-story-teaser.tsx,.tsx,other,,,47 text lines scanned
components/sections/campaign-banner-section.tsx,.tsx,other,,/,67 text lines scanned
components/sections/collection-hero-carousel.tsx,.tsx,other,,/collection,106 text lines scanned
components/sections/collection-promo-carousel.tsx,.tsx,other,"L13: title: ""Every saree, fully vouched for."", | L18: title: ""Style that costs the planet less."", | L23: title: ""Wear a piece of history."", | L28: title: ""Heirloom luxury, within reach."", | L58: key={activeSlide.title} | L63: {activeSlide.title} | L82: key={slide.title}",/collection,99 text lines scanned
components/sections/fabric-category-motion-grid.tsx,.tsx,other,L17: description: string; | L222: {fabric.description},/,252 text lines scanned
components/sections/fabric-category-section.tsx,.tsx,other,L12: description: string; | L23: description: | L32: description: | L41: description: | L50: description: | L59: description: | L68: description: | L77: description: | L86: description: | L95: description:,/,185 text lines scanned
components/sections/featured-collection.tsx,.tsx,other,"L9: import type { Product } from ""@/types/domain""; | L20: products: Product[]; | L28: const productCards = products.slice(0, 4).map((product, index) => { | L29: const image = resolveMediaURL(product.images?.[0]); | L31: name: product.name, | L32: description: `${product.detailsFabric ?? ""Heirloom""}, ${formatCurrency( | L33: product.pricePaise / 100, | L35: href: `/collection/${product.slug}`, | L44: alt={product.name} | L65: description:",,131 text lines scanned
components/sections/floating-review-tab.tsx,.tsx,other,"L119: aria-labelledby=""review-dialog-title"" | L219: id=""review-dialog-title""",/,338 text lines scanned
components/sections/founders-page-client.tsx,.tsx,other,"L112: ""Abraham builds for From the Trunk because circular fashion needs more than sentiment. It needs systems that make trust easy. Authentication, product detail, checkout, and account…",/founders | /our-team,1288 text lines scanned
components/sections/hero-section.tsx,.tsx,other,"L33: description: string; | L60: description: ""Handcrafted pieces for women who lead with confidence."", | L78: description: | L101: description: ""Every weave becomes a story when you wear it."", | L127: description: | L289: {slide.description} | L295: {slide.description} | L404: {/* The homepage's single, canonical H1 (visually hidden — the visible hero",/,508 text lines scanned
components/sections/home-intro-gate.tsx,.tsx,other,"L136: preload=""metadata""",/,164 text lines scanned
components/sections/how-it-works.tsx,.tsx,other,"L6: import type { Product } from ""@/types/domain""; | L10: title: ""Curate"", | L11: description: | L15: title: ""Authenticate"", | L16: description: | L20: title: ""Deliver"", | L21: description: | L27: products: Product[]; | L50: key={step.title} | L56: alt={`${step.title} saree detail`} | L70: <h3 className=""font-serif text-2xl"">{step.title}</h3> | L72: {step.description}",,83 text lines scanned
components/sections/landing-sections.tsx,.tsx,other,"L21: title?: string; | L125: title: ""More than fabric."", | L130: title: ""Preserved, not forgotten."", | L135: title: ""A bridge between journeys."", | L140: title: ""Loved all over again."", | L149: title: ""Authenticated with provenance"", | L154: title: ""Restored with care"", | L159: title: ""Styled for modern wardrobes"", | L164: title: ""Chosen one at a time"", | L169: title: ""Ready for its next story"", | L239: for (const product of fallbackProducts) { | L241: merged.push(product);",/,818 text lines scanned
components/sections/newsletter.tsx,.tsx,other,,/[...slug] | /,139 text lines scanned
components/sections/our-why-experience.tsx,.tsx,other,"L42: title: ""Memory"", | L43: description: | L48: title: ""Craft"", | L49: description: | L54: title: ""Circular"", | L55: description: | L63: title: ""We honour"", | L68: title: ""We preserve"", | L73: title: ""We re-store"", | L296: <motion.div key={card.title} variants={fadeUp}> | L303: {card.title} | L307: {card.description}",/why,458 text lines scanned
components/sections/social-reel-carousel.tsx,.tsx,other,,/,180 text lines scanned
components/sections/social-section.tsx,.tsx,other,"L245: title: [""Authenticated"", ""Restored"", ""Styled"", ""Archived"", ""Re-loved""][",/,278 text lines scanned
components/sections/story-narrative.tsx,.tsx,other,"L139: "".hero-eyebrow, .hero-title .split-word, .hero-subtitle"", | L270: <h1 className=""hero-title font-serif text-5xl leading-[1.1] text-white @[640px]:text-6xl @[1024px]:text-8xl"">",,409 text lines scanned
components/sections/trust-signals.tsx,.tsx,other,,,48 text lines scanned
components/seo/keyword-content-page.tsx,.tsx,schema,"L16: import { KeywordSubmissionCta } from ""@/components/seo/keyword-submission-cta""; | L25: } from ""@/lib/seo/keyword-landing-pages""; | L26: import { safeJsonLd } from ""@/lib/seo/json-ld""; | L34: title: string; | L35: description: string; | L64: title: ""Share the piece"", | L65: description: | L70: title: ""We review with care"", | L71: description: | L76: title: ""It is prepared"", | L77: description: | L84: title: ""Understand the piece"",",/guides/[slug] | /sell-your-saree,386 text lines scanned
components/seo/keyword-product-landing-page.tsx,.tsx,schema,"L3: import { ProductCard } from ""@/components/product/product-card""; | L12: } from ""@/lib/seo/keyword-landing-pages""; | L13: import { safeJsonLd } from ""@/lib/seo/json-ld""; | L67: aria-label=""Breadcrumb"" | L104: ? `${totalDocs} piece${totalDocs === 1 ? """" : ""s""} available now. This page is kept out of the sitemap until the edit is fuller.` | L105: : ""No available pieces match this edit right now, so this page is not indexed as a product landing page.""} | L125: {products.map((product) => ( | L126: <ProductCard key={product.id} product={product} />",/blouses | /collection/fabric/[fabric] | /collection/occasion/[occasion],172 text lines scanned
components/seo/keyword-submission-cta.tsx,.tsx,other,,/guides/[slug] | /sell-your-saree,31 text lines scanned
components/ui/accordion.tsx,.tsx,other,,/collection/[slug],58 text lines scanned
components/ui/avatar.tsx,.tsx,other,,,51 text lines scanned
components/ui/badge.tsx,.tsx,other,,/[...slug] | /account/addresses | /account/orders | /account/profile | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout/confirmation | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | /founders | /guides/[slug] | /our-story | /our-team | / | /search | /sell-your-saree | /top-viewed,37 text lines scanned
components/ui/bento-grid.tsx,.tsx,other,"L18: description: string | L42: description, | L66: <p className=""max-w-lg text-white/80"">{description}</p>",/[...slug] | /,111 text lines scanned
components/ui/button.tsx,.tsx,other,,/404 | /[...slug] | /account/addresses | /account/orders/[id] | /account/orders | /account/profile | /account/profile/verify-email | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /cart | /checkout/confirmation | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | /founders | /our-story | /our-team | / | /search | /top-viewed,60 text lines scanned
components/ui/card.tsx,.tsx,other,,/[...slug] | /account/profile | /guides/[slug] | /how-it-works | / | /sell-your-saree | /why,77 text lines scanned
components/ui/carousel.tsx,.tsx,other,,/,259 text lines scanned
components/ui/checkbox.tsx,.tsx,other,,/checkout,31 text lines scanned
components/ui/dialog.tsx,.tsx,other,"L85: React.ElementRef<typeof DialogPrimitive.Title>, | L86: React.ComponentPropsWithoutRef<typeof DialogPrimitive.Title> | L88: <DialogPrimitive.Title | L97: DialogTitle.displayName = DialogPrimitive.Title.displayName | L100: React.ElementRef<typeof DialogPrimitive.Description>, | L101: React.ComponentPropsWithoutRef<typeof DialogPrimitive.Description> | L103: <DialogPrimitive.Description | L109: DialogDescription.displayName = DialogPrimitive.Description.displayName",/[...slug] | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | /founders | /guides/[slug] | /how-it-works | /our-story | /our-team | / | /search | /sell-your-saree | /top-viewed | /why,123 text lines scanned
components/ui/dropdown-menu.tsx,.tsx,other,,,202 text lines scanned
components/ui/input-otp.tsx,.tsx,other,,/[...slug] | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,72 text lines scanned
components/ui/input.tsx,.tsx,other,,/[...slug] | /account/addresses | /account/profile | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,23 text lines scanned
components/ui/label.tsx,.tsx,other,,/[...slug] | /account/addresses | /account/profile | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,27 text lines scanned
components/ui/popover.tsx,.tsx,other,,/[...slug] | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,34 text lines scanned
components/ui/progress.tsx,.tsx,other,,/[...slug] | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | /our-story | / | /search | /top-viewed,29 text lines scanned
components/ui/radio-group.tsx,.tsx,other,,/[...slug] | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,45 text lines scanned
components/ui/select.tsx,.tsx,other,,/[...slug] | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,160 text lines scanned
components/ui/separator.tsx,.tsx,other,,/account/addresses | /account/orders/[id] | /account/orders | /account/profile | /cart | /checkout/confirmation | /guides/[slug] | /how-it-works | /sell-your-saree | /why,32 text lines scanned
components/ui/sheet.tsx,.tsx,other,"L106: React.ElementRef<typeof SheetPrimitive.Title>, | L107: React.ComponentPropsWithoutRef<typeof SheetPrimitive.Title> | L109: <SheetPrimitive.Title | L115: SheetTitle.displayName = SheetPrimitive.Title.displayName | L118: React.ElementRef<typeof SheetPrimitive.Description>, | L119: React.ComponentPropsWithoutRef<typeof SheetPrimitive.Description> | L121: <SheetPrimitive.Description | L127: SheetDescription.displayName = SheetPrimitive.Description.displayName",,141 text lines scanned
components/ui/skeleton.tsx,.tsx,other,,,16 text lines scanned
components/ui/switch.tsx,.tsx,other,,,30 text lines scanned
components/ui/table.tsx,.tsx,other,,/collection/[slug],121 text lines scanned
components/ui/tabs.tsx,.tsx,other,,/account/orders,56 text lines scanned
components/ui/textarea.tsx,.tsx,other,,/checkout,23 text lines scanned
components/ui/tooltip.tsx,.tsx,other,,/checkout,33 text lines scanned
components/widgets/floating-reel.tsx,.tsx,other,,,99 text lines scanned
components/widgets/floating-whatsapp.tsx,.tsx,other,,,154 text lines scanned
components/widgets/site-widgets.tsx,.tsx,other,,,115 text lines scanned
components/widgets/welcome-popup.tsx,.tsx,other,,,236 text lines scanned
components/wishlist/wishlist-merge-on-login.tsx,.tsx,other,"L14: * hydrated, POST /api/v2/wishlist/merge with the guest product IDs. | L22: * fallback, but this component is the canonical trigger.",,77 text lines scanned
lib/.DS_Store,[none],other,,,Binary/media filename inventoried; content not parsed
lib/adapters/agent-chat-rest.ts,.ts,other,,,61 text lines scanned
lib/adapters/batch-import-rest.ts,.ts,other,,,103 text lines scanned
lib/adapters/dashboard-rest.ts,.ts,other,,,32 text lines scanned
lib/adapters/drizzle-content-store.ts,.ts,other,"L25: Redirect, | L58: const redirectsByFrom = new Map<string, Redirect>(); | L73: title: input.title, | L75: seo: input.seo ?? null, | L104: ...(input.title !== undefined ? { title: input.title } : {}), | L105: ...(input.seo !== undefined ? { seo: input.seo } : {}), | L242: async createRedirect(fromPath: string, toPath: string): Promise<Redirect> { | L245: `A redirect from ""${fromPath}"" already exists. from_path must be unique.` | L249: const redirect: Redirect = { | L256: redirectsByFrom.set(fromPath, redirect); | L257: return redirect; | L260: async getRedirect(fromPath: string): Promise<Redirect | null> {",/[...slug],489 text lines scanned
lib/adapters/ga4-sink.ts,.ts,other,,,90 text lines scanned
lib/adapters/in-memory-rate-limiter.ts,.ts,other,,/admin/orders/[id]/packing-slip | /checkout/confirmation,51 text lines scanned
lib/adapters/internal-events-sink.ts,.ts,other,,,22 text lines scanned
lib/adapters/meta-capi-sink.ts,.ts,other,,,68 text lines scanned
lib/adapters/postgres-catalog-search.ts,.ts,other,"L65: } from ""@/db/schema""; | L330: // Tags: JOIN product_tags → tags, keeping display metadata for filter groups. | L497: // the canonical fabric value from P4-01.) | L559: // Blouse sleeve is a binary facet driven by the ""sleeve"" product tag:",/blouses | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | /guides/[slug] | /search | /sell-your-saree | /top-viewed,766 text lines scanned
lib/adapters/razorpay-refund.ts,.ts,other,,,38 text lines scanned
lib/adapters/sentry-error-tracker.ts,.ts,other,,/admin/orders/[id]/packing-slip | /checkout/confirmation,51 text lines scanned
lib/adapters/upstash-rate-limiter.ts,.ts,other,,/admin/orders/[id]/packing-slip | /checkout/confirmation,51 text lines scanned
lib/admin/release-seen.ts,.ts,other,,,34 text lines scanned
lib/admin/releases.ts,.ts,other,"L3: description: string; | L4: title: string; | L9: title: string; | L37: title: ""Our Why is now an interactive preview"", | L38: description: | L43: title: ""Homepage cards are quieter"", | L44: description: | L49: title: ""Version badges now open a changelog"", | L50: description: | L55: title: ""Customer copy was cleaned up"", | L56: description: | L62: title: ""Added"",",,151 text lines scanned
lib/ai/embeddings.ts,.ts,other,"L30: const buildEmbeddingInput = (product: ProductWithRelations) => { | L32: product.name, | L33: product.storyTitle, | L34: product.storyNarrative, | L35: product.storyProvenance, | L36: product.storyEra, | L37: product.detailsFabric, | L38: product.detailsDesigner, | L39: product.detailsCondition, | L40: product.collection?.name, | L41: product.tags.map((tag) => tag.name).join("" ""), | L139: const product = await getProduct(productId);",,245 text lines scanned
lib/ai/extensions.ts,.ts,other,,,80 text lines scanned
lib/ai/prompts/product-assistant.ts,.ts,product,"L30: const BRAND_VOICE = `You are the AI product assistant for **From the Trunk** (FTT), a curated marketplace for pre-loved luxury sarees with provenance. | L38: You are the FTT admin's intelligent assistant with **full read access to the product database**. You can: | L39: 1. **Query products** — list, search, filter by status/stock, get full details of any product. | L41: 3. **Suggest product names** that are evocative and specific (e.g. ""Tanjore Temple Border Kanjeevaram"" not ""Beautiful Silk Saree""). | L44: 6. **Generate URL-friendly slugs** from product names. | L45: 7. **Draft marketing copy** for SEO and social media. | L46: 8. **Propose new product listings** for admin approval via the createProduct tool. | L51: - When asked about a specific product, call getProductDetails with the product ID. | L55: - Product names should be 3-6 words, specific to the piece (fabric + distinguishing detail + origin if known). | L63: - ALWAYS generate content immediately using whatever information is available. Do NOT ask the admin for details before generating. Use your textile expertise to make educated asse… | L69: - You can propose new products using the **createProduct** tool. The admin will see a confirmation card and must approve before the product is saved. Always use createProduct when… | L124: if (values.storyTitle) filledFields.push(`Story Title: ${values.storyTitle}`);",,143 text lines scanned
lib/ai/recommendations.ts,.ts,other,"L9: product: ProductWithRelations; | L67: if (seen.has(item.product.id)) return false; | L68: seen.add(item.product.id); | L81: product: match.product, | L105: product: candidate,",,119 text lines scanned
lib/ai/tag-suggestions.ts,.ts,other,"L4: import { tags } from ""@/db/schema"";",,81 text lines scanned
lib/ai/tools/product-tools.ts,.ts,product,"L6: import { products, tags, orders } from ""@/db/schema""; | L10: * Product assistant tools. | L23: description: | L24: ""Query the product catalog from the database. Returns product names, prices, status, stock status, fabric, and story titles. Use this to answer questions about existing products, … | L29: .describe(""Filter by product status""), | L34: search: z.string().optional().describe(""Search by name or story title""), | L94: description: | L95: ""Get full details of a specific product by its ID. Returns all fields including story, provenance, era, fabric, condition, designer, price, and status."", | L97: productId: z.string().uuid().describe(""The product UUID to look up""), | L108: if (!row) return { error: ""Product not found"" }; | L121: description: | L169: description:",,298 text lines scanned
lib/analytics/client.ts,.ts,other,L26: * 2. Optional canonical GA4 event → dataLayer → GTM → GA4 | L42: // Mirror the canonical GA4 representation into the dataLayer. This occurs,/[...slug] | /account/wishlist | /blouses | /cart | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,101 text lines scanned
lib/analytics/consent.ts,.ts,other,,/404 | /[...slug] | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /cart | /checkout/confirmation | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | /contact | /guides/[slug] | /how-it-works | / | /search | /sell-your-saree | /top-viewed | /why,82 text lines scanned
lib/analytics/emit.ts,.ts,other,,,84 text lines scanned
lib/analytics/ga4-ecommerce.ts,.ts,other,L2: * Canonical GA4 ecommerce event builders.,/[...slug] | /account/wishlist | /blouses | /cart | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,132 text lines scanned
lib/analytics/gtm.ts,.ts,other,L20: /** Canonical gtm.js URL for a given container id. */,,35 text lines scanned
lib/analytics/track.ts,.ts,other,"L57: * @param title optional document title | L59: export function trackPageView(url?: string, title?: string): void { | L64: page_title: title ?? (typeof document !== ""undefined"" ? document.title : undefined),",/404 | /[...slug] | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /cart | /checkout/confirmation | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | /contact | /guides/[slug] | /how-it-works | / | /search | /sell-your-saree | /top-viewed | /why,110 text lines scanned
lib/auth/client-callback-url.ts,.ts,other,,/[...slug] | /account/sign-in | /account/sign-up | /account/wishlist | /blouses | /checkout | /collection/[slug] | /collection/fabric/[fabric] | /collection/occasion/[occasion] | /collection | / | /search | /top-viewed,32 text lines scanned
lib/auth/drizzle-adapter.ts,.ts,other,"L21: } from ""@/db/schema""; | L249: ""Failed to create verification token.""",/admin/orders/[id]/packing-slip | /checkout/confirmation,293 text lines scanned
lib/auth/get-session.ts,.ts,other,,/admin/orders/[id]/packing-slip | /checkout/confirmation,6 text lines scanned
