URL,Source file/helper,Schema type,Full @type path if nested,Main name,Description,Product fields present,Offer fields present,Breadcrumb fields present,FAQ fields present,Organization fields present,LocalBusiness fields present,Review/AggregateRating fields present,Valid JSON,Matches visible content?,Risk flags,Raw JSON reference location
/collection/verdant-bloom-silk-burgundy-gold-border,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,PropertyValue,root.additionalProperty[1].@type,Green Garden Silk Burgundy Zari Edge,"The border arrives as counterpoint a sweep of burgundy anchored in gold zari, the warmth of the wine-dark tone drawing the eye and grounding the saree's florals in something richer and more ceremonial. This interplay of forest green and deep burgundy is a pairing with deep roots in Indian textile tradition, found in the trousseau sarees of great households where colour was chosen not for fashion but for meaning: green for abundance, burgundy for depth of feeling, gold for the occasion that gathers them both.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vdmVyZGFudC1ibG9vbS1zaWxrLWJ1cmd1bmR5LWdvbGQtYm9yZGVy-schema-3 in seo-inventory-raw.json
/collection/verdant-bloom-silk-burgundy-gold-border,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Offer,root.offers.@type,Green Garden Silk Burgundy Zari Edge,"The border arrives as counterpoint a sweep of burgundy anchored in gold zari, the warmth of the wine-dark tone drawing the eye and grounding the saree's florals in something richer and more ceremonial. This interplay of forest green and deep burgundy is a pairing with deep roots in Indian textile tradition, found in the trousseau sarees of great households where colour was chosen not for fashion but for meaning: green for abundance, burgundy for depth of feeling, gold for the occasion that gathers them both.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vdmVyZGFudC1ibG9vbS1zaWxrLWJ1cmd1bmR5LWdvbGQtYm9yZGVy-schema-3 in seo-inventory-raw.json
/collection/verdant-bloom-silk-burgundy-gold-border,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Organization,root.offers.seller.@type,Green Garden Silk Burgundy Zari Edge,"The border arrives as counterpoint a sweep of burgundy anchored in gold zari, the warmth of the wine-dark tone drawing the eye and grounding the saree's florals in something richer and more ceremonial. This interplay of forest green and deep burgundy is a pairing with deep roots in Indian textile tradition, found in the trousseau sarees of great households where colour was chosen not for fashion but for meaning: green for abundance, burgundy for depth of feeling, gold for the occasion that gathers them both.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vdmVyZGFudC1ibG9vbS1zaWxrLWJ1cmd1bmR5LWdvbGQtYm9yZGVy-schema-3 in seo-inventory-raw.json
/collection/verdant-bloom-silk-burgundy-gold-border,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,BreadcrumbList,root.@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vdmVyZGFudC1ibG9vbS1zaWxrLWJ1cmd1bmR5LWdvbGQtYm9yZGVy-schema-4 in seo-inventory-raw.json
/collection/verdant-bloom-silk-burgundy-gold-border,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ListItem,root.itemListElement[0].@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vdmVyZGFudC1ibG9vbS1zaWxrLWJ1cmd1bmR5LWdvbGQtYm9yZGVy-schema-4 in seo-inventory-raw.json
/collection/verdant-bloom-silk-burgundy-gold-border,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ListItem,root.itemListElement[1].@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vdmVyZGFudC1ibG9vbS1zaWxrLWJ1cmd1bmR5LWdvbGQtYm9yZGVy-schema-4 in seo-inventory-raw.json
/collection/verdant-bloom-silk-burgundy-gold-border,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ListItem,root.itemListElement[2].@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vdmVyZGFudC1ibG9vbS1zaWxrLWJ1cmd1bmR5LWdvbGQtYm9yZGVy-schema-4 in seo-inventory-raw.json
/collection/pink-katan-triangle-zari-edge,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,OnlineStore,root.@type,From The Trunk,"Curated collection of authenticated, pre-loved luxury sarees with provenance.",,,,,@context | @type | name | url | logo | email | sameAs | description | contactPoint,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vcGluay1rYXRhbi10cmlhbmdsZS16YXJpLWVkZ2U-schema-1 in seo-inventory-raw.json
/collection/pink-katan-triangle-zari-edge,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ContactPoint,root.contactPoint.@type,From The Trunk,"Curated collection of authenticated, pre-loved luxury sarees with provenance.",,,,,@context | @type | name | url | logo | email | sameAs | description | contactPoint,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vcGluay1rYXRhbi10cmlhbmdsZS16YXJpLWVkZ2U-schema-1 in seo-inventory-raw.json
/collection/pink-katan-triangle-zari-edge,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,WebSite,root.@type,From The Trunk,,,,,,@type | name | logo,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vcGluay1rYXRhbi10cmlhbmdsZS16YXJpLWVkZ2U-schema-2 in seo-inventory-raw.json
/collection/pink-katan-triangle-zari-edge,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Organization,root.publisher.@type,From The Trunk,,,,,,@type | name | logo,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vcGluay1rYXRhbi10cmlhbmdsZS16YXJpLWVkZ2U-schema-2 in seo-inventory-raw.json
/collection/pink-katan-triangle-zari-edge,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Product,root.@type,Pink Katan temple border,"Temple borders of this kind were once the signature of sarees gifted at auspicious beginnings a daughter's first puja, a bride's morning ritual, the quiet ceremony of a new household. The motif is ancient in its intention: to carry the sacred at the edge of the everyday, so that every movement of the wearer traces the outline of something holy.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vcGluay1rYXRhbi10cmlhbmdsZS16YXJpLWVkZ2U-schema-3 in seo-inventory-raw.json
/collection/pink-katan-triangle-zari-edge,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Brand,root.brand.@type,Pink Katan temple border,"Temple borders of this kind were once the signature of sarees gifted at auspicious beginnings a daughter's first puja, a bride's morning ritual, the quiet ceremony of a new household. The motif is ancient in its intention: to carry the sacred at the edge of the everyday, so that every movement of the wearer traces the outline of something holy.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vcGluay1rYXRhbi10cmlhbmdsZS16YXJpLWVkZ2U-schema-3 in seo-inventory-raw.json
/collection/pink-katan-triangle-zari-edge,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,PropertyValue,root.additionalProperty[0].@type,Pink Katan temple border,"Temple borders of this kind were once the signature of sarees gifted at auspicious beginnings a daughter's first puja, a bride's morning ritual, the quiet ceremony of a new household. The motif is ancient in its intention: to carry the sacred at the edge of the everyday, so that every movement of the wearer traces the outline of something holy.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vcGluay1rYXRhbi10cmlhbmdsZS16YXJpLWVkZ2U-schema-3 in seo-inventory-raw.json
/collection/pink-katan-triangle-zari-edge,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,PropertyValue,root.additionalProperty[1].@type,Pink Katan temple border,"Temple borders of this kind were once the signature of sarees gifted at auspicious beginnings a daughter's first puja, a bride's morning ritual, the quiet ceremony of a new household. The motif is ancient in its intention: to carry the sacred at the edge of the everyday, so that every movement of the wearer traces the outline of something holy.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vcGluay1rYXRhbi10cmlhbmdsZS16YXJpLWVkZ2U-schema-3 in seo-inventory-raw.json
/collection/pink-katan-triangle-zari-edge,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Offer,root.offers.@type,Pink Katan temple border,"Temple borders of this kind were once the signature of sarees gifted at auspicious beginnings a daughter's first puja, a bride's morning ritual, the quiet ceremony of a new household. The motif is ancient in its intention: to carry the sacred at the edge of the everyday, so that every movement of the wearer traces the outline of something holy.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vcGluay1rYXRhbi10cmlhbmdsZS16YXJpLWVkZ2U-schema-3 in seo-inventory-raw.json
/collection/pink-katan-triangle-zari-edge,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Organization,root.offers.seller.@type,Pink Katan temple border,"Temple borders of this kind were once the signature of sarees gifted at auspicious beginnings a daughter's first puja, a bride's morning ritual, the quiet ceremony of a new household. The motif is ancient in its intention: to carry the sacred at the edge of the everyday, so that every movement of the wearer traces the outline of something holy.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vcGluay1rYXRhbi10cmlhbmdsZS16YXJpLWVkZ2U-schema-3 in seo-inventory-raw.json
/collection/pink-katan-triangle-zari-edge,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,BreadcrumbList,root.@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vcGluay1rYXRhbi10cmlhbmdsZS16YXJpLWVkZ2U-schema-4 in seo-inventory-raw.json
/collection/pink-katan-triangle-zari-edge,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ListItem,root.itemListElement[0].@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vcGluay1rYXRhbi10cmlhbmdsZS16YXJpLWVkZ2U-schema-4 in seo-inventory-raw.json
/collection/pink-katan-triangle-zari-edge,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ListItem,root.itemListElement[1].@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vcGluay1rYXRhbi10cmlhbmdsZS16YXJpLWVkZ2U-schema-4 in seo-inventory-raw.json
/collection/pink-katan-triangle-zari-edge,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ListItem,root.itemListElement[2].@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vcGluay1rYXRhbi10cmlhbmdsZS16YXJpLWVkZ2U-schema-4 in seo-inventory-raw.json
/collection/forest-green-silk-black-gold,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,OnlineStore,root.@type,From The Trunk,"Curated collection of authenticated, pre-loved luxury sarees with provenance.",,,,,@context | @type | name | url | logo | email | sameAs | description | contactPoint,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vZm9yZXN0LWdyZWVuLXNpbGstYmxhY2stZ29sZA-schema-1 in seo-inventory-raw.json
/collection/forest-green-silk-black-gold,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ContactPoint,root.contactPoint.@type,From The Trunk,"Curated collection of authenticated, pre-loved luxury sarees with provenance.",,,,,@context | @type | name | url | logo | email | sameAs | description | contactPoint,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vZm9yZXN0LWdyZWVuLXNpbGstYmxhY2stZ29sZA-schema-1 in seo-inventory-raw.json
/collection/forest-green-silk-black-gold,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,WebSite,root.@type,From The Trunk,,,,,,@type | name | logo,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vZm9yZXN0LWdyZWVuLXNpbGstYmxhY2stZ29sZA-schema-2 in seo-inventory-raw.json
/collection/forest-green-silk-black-gold,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Organization,root.publisher.@type,From The Trunk,,,,,,@type | name | logo,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vZm9yZXN0LWdyZWVuLXNpbGstYmxhY2stZ29sZA-schema-2 in seo-inventory-raw.json
/collection/forest-green-silk-black-gold,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Product,root.@type,Forest green silk black gold,"There are colours that do not ask for attention they command it. Green and black and gold have always understood this. Long before they appeared together in this silk saree, they were the colours of temple interiors at dusk, of the kingfisher against the river reed, of a zamindar's garden at the edge of the hot season. Together they form an alliance that is ancient and uncompromising: the green of deep foliage, the black of a night sky between stars, the gold of everything that was made to outlast its maker",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vZm9yZXN0LWdyZWVuLXNpbGstYmxhY2stZ29sZA-schema-3 in seo-inventory-raw.json
/collection/forest-green-silk-black-gold,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Brand,root.brand.@type,Forest green silk black gold,"There are colours that do not ask for attention they command it. Green and black and gold have always understood this. Long before they appeared together in this silk saree, they were the colours of temple interiors at dusk, of the kingfisher against the river reed, of a zamindar's garden at the edge of the hot season. Together they form an alliance that is ancient and uncompromising: the green of deep foliage, the black of a night sky between stars, the gold of everything that was made to outlast its maker",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vZm9yZXN0LWdyZWVuLXNpbGstYmxhY2stZ29sZA-schema-3 in seo-inventory-raw.json
/collection/forest-green-silk-black-gold,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,PropertyValue,root.additionalProperty[0].@type,Forest green silk black gold,"There are colours that do not ask for attention they command it. Green and black and gold have always understood this. Long before they appeared together in this silk saree, they were the colours of temple interiors at dusk, of the kingfisher against the river reed, of a zamindar's garden at the edge of the hot season. Together they form an alliance that is ancient and uncompromising: the green of deep foliage, the black of a night sky between stars, the gold of everything that was made to outlast its maker",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vZm9yZXN0LWdyZWVuLXNpbGstYmxhY2stZ29sZA-schema-3 in seo-inventory-raw.json
/collection/forest-green-silk-black-gold,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,PropertyValue,root.additionalProperty[1].@type,Forest green silk black gold,"There are colours that do not ask for attention they command it. Green and black and gold have always understood this. Long before they appeared together in this silk saree, they were the colours of temple interiors at dusk, of the kingfisher against the river reed, of a zamindar's garden at the edge of the hot season. Together they form an alliance that is ancient and uncompromising: the green of deep foliage, the black of a night sky between stars, the gold of everything that was made to outlast its maker",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vZm9yZXN0LWdyZWVuLXNpbGstYmxhY2stZ29sZA-schema-3 in seo-inventory-raw.json
/collection/forest-green-silk-black-gold,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Offer,root.offers.@type,Forest green silk black gold,"There are colours that do not ask for attention they command it. Green and black and gold have always understood this. Long before they appeared together in this silk saree, they were the colours of temple interiors at dusk, of the kingfisher against the river reed, of a zamindar's garden at the edge of the hot season. Together they form an alliance that is ancient and uncompromising: the green of deep foliage, the black of a night sky between stars, the gold of everything that was made to outlast its maker",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vZm9yZXN0LWdyZWVuLXNpbGstYmxhY2stZ29sZA-schema-3 in seo-inventory-raw.json
/collection/forest-green-silk-black-gold,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Organization,root.offers.seller.@type,Forest green silk black gold,"There are colours that do not ask for attention they command it. Green and black and gold have always understood this. Long before they appeared together in this silk saree, they were the colours of temple interiors at dusk, of the kingfisher against the river reed, of a zamindar's garden at the edge of the hot season. Together they form an alliance that is ancient and uncompromising: the green of deep foliage, the black of a night sky between stars, the gold of everything that was made to outlast its maker",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vZm9yZXN0LWdyZWVuLXNpbGstYmxhY2stZ29sZA-schema-3 in seo-inventory-raw.json
/collection/forest-green-silk-black-gold,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,BreadcrumbList,root.@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vZm9yZXN0LWdyZWVuLXNpbGstYmxhY2stZ29sZA-schema-4 in seo-inventory-raw.json
/collection/forest-green-silk-black-gold,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ListItem,root.itemListElement[0].@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vZm9yZXN0LWdyZWVuLXNpbGstYmxhY2stZ29sZA-schema-4 in seo-inventory-raw.json
/collection/forest-green-silk-black-gold,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ListItem,root.itemListElement[1].@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vZm9yZXN0LWdyZWVuLXNpbGstYmxhY2stZ29sZA-schema-4 in seo-inventory-raw.json
/collection/forest-green-silk-black-gold,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ListItem,root.itemListElement[2].@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vZm9yZXN0LWdyZWVuLXNpbGstYmxhY2stZ29sZA-schema-4 in seo-inventory-raw.json
/collection/teal-blue-moody-silk-drape,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,OnlineStore,root.@type,From The Trunk,"Curated collection of authenticated, pre-loved luxury sarees with provenance.",,,,,@context | @type | name | url | logo | email | sameAs | description | contactPoint,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vdGVhbC1ibHVlLW1vb2R5LXNpbGstZHJhcGU-schema-1 in seo-inventory-raw.json
/collection/teal-blue-moody-silk-drape,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ContactPoint,root.contactPoint.@type,From The Trunk,"Curated collection of authenticated, pre-loved luxury sarees with provenance.",,,,,@context | @type | name | url | logo | email | sameAs | description | contactPoint,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vdGVhbC1ibHVlLW1vb2R5LXNpbGstZHJhcGU-schema-1 in seo-inventory-raw.json
/collection/teal-blue-moody-silk-drape,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,WebSite,root.@type,From The Trunk,,,,,,@type | name | logo,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vdGVhbC1ibHVlLW1vb2R5LXNpbGstZHJhcGU-schema-2 in seo-inventory-raw.json
/collection/teal-blue-moody-silk-drape,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Organization,root.publisher.@type,From The Trunk,,,,,,@type | name | logo,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vdGVhbC1ibHVlLW1vb2R5LXNpbGstZHJhcGU-schema-2 in seo-inventory-raw.json
/collection/teal-blue-moody-silk-drape,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Product,root.@type,Teal moody silk saree,"There is a moment in the late monsoon afternoon just before the sky commits to rain, when the air turns a colour that has no precise name. It is neither blue nor green. It is the place where both colours lose their certainty and become something older, heavier, more alive. This silk saree lives in that moment. It was made from it.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vdGVhbC1ibHVlLW1vb2R5LXNpbGstZHJhcGU-schema-3 in seo-inventory-raw.json
/collection/teal-blue-moody-silk-drape,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Brand,root.brand.@type,Teal moody silk saree,"There is a moment in the late monsoon afternoon just before the sky commits to rain, when the air turns a colour that has no precise name. It is neither blue nor green. It is the place where both colours lose their certainty and become something older, heavier, more alive. This silk saree lives in that moment. It was made from it.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vdGVhbC1ibHVlLW1vb2R5LXNpbGstZHJhcGU-schema-3 in seo-inventory-raw.json
/collection/teal-blue-moody-silk-drape,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,PropertyValue,root.additionalProperty[0].@type,Teal moody silk saree,"There is a moment in the late monsoon afternoon just before the sky commits to rain, when the air turns a colour that has no precise name. It is neither blue nor green. It is the place where both colours lose their certainty and become something older, heavier, more alive. This silk saree lives in that moment. It was made from it.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vdGVhbC1ibHVlLW1vb2R5LXNpbGstZHJhcGU-schema-3 in seo-inventory-raw.json
/collection/teal-blue-moody-silk-drape,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,PropertyValue,root.additionalProperty[1].@type,Teal moody silk saree,"There is a moment in the late monsoon afternoon just before the sky commits to rain, when the air turns a colour that has no precise name. It is neither blue nor green. It is the place where both colours lose their certainty and become something older, heavier, more alive. This silk saree lives in that moment. It was made from it.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vdGVhbC1ibHVlLW1vb2R5LXNpbGstZHJhcGU-schema-3 in seo-inventory-raw.json
/collection/teal-blue-moody-silk-drape,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Offer,root.offers.@type,Teal moody silk saree,"There is a moment in the late monsoon afternoon just before the sky commits to rain, when the air turns a colour that has no precise name. It is neither blue nor green. It is the place where both colours lose their certainty and become something older, heavier, more alive. This silk saree lives in that moment. It was made from it.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vdGVhbC1ibHVlLW1vb2R5LXNpbGstZHJhcGU-schema-3 in seo-inventory-raw.json
/collection/teal-blue-moody-silk-drape,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Organization,root.offers.seller.@type,Teal moody silk saree,"There is a moment in the late monsoon afternoon just before the sky commits to rain, when the air turns a colour that has no precise name. It is neither blue nor green. It is the place where both colours lose their certainty and become something older, heavier, more alive. This silk saree lives in that moment. It was made from it.",@context | @type | productID | sku | name | description | image | brand | category | additionalProperty | offers | itemCondition | material,@type | price | priceCurrency | availability | url | seller,,,@type | name,no,no,yes,yes,,page-L2NvbGxlY3Rpb24vdGVhbC1ibHVlLW1vb2R5LXNpbGstZHJhcGU-schema-3 in seo-inventory-raw.json
/collection/teal-blue-moody-silk-drape,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,BreadcrumbList,root.@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vdGVhbC1ibHVlLW1vb2R5LXNpbGstZHJhcGU-schema-4 in seo-inventory-raw.json
/collection/teal-blue-moody-silk-drape,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ListItem,root.itemListElement[0].@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vdGVhbC1ibHVlLW1vb2R5LXNpbGstZHJhcGU-schema-4 in seo-inventory-raw.json
/collection/teal-blue-moody-silk-drape,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ListItem,root.itemListElement[1].@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vdGVhbC1ibHVlLW1vb2R5LXNpbGstZHJhcGU-schema-4 in seo-inventory-raw.json
/collection/teal-blue-moody-silk-drape,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ListItem,root.itemListElement[2].@type,,,,,@context | @type | itemListElement,,,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vdGVhbC1ibHVlLW1vb2R5LXNpbGstZHJhcGU-schema-4 in seo-inventory-raw.json
/collection/rose-silk-green-brown-stripe,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,OnlineStore,root.@type,From The Trunk,"Curated collection of authenticated, pre-loved luxury sarees with provenance.",,,,,@context | @type | name | url | logo | email | sameAs | description | contactPoint,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vcm9zZS1zaWxrLWdyZWVuLWJyb3duLXN0cmlwZQ-schema-1 in seo-inventory-raw.json
/collection/rose-silk-green-brown-stripe,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,ContactPoint,root.contactPoint.@type,From The Trunk,"Curated collection of authenticated, pre-loved luxury sarees with provenance.",,,,,@context | @type | name | url | logo | email | sameAs | description | contactPoint,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vcm9zZS1zaWxrLWdyZWVuLWJyb3duLXN0cmlwZQ-schema-1 in seo-inventory-raw.json
/collection/rose-silk-green-brown-stripe,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,WebSite,root.@type,From The Trunk,,,,,,@type | name | logo,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vcm9zZS1zaWxrLWdyZWVuLWJyb3duLXN0cmlwZQ-schema-2 in seo-inventory-raw.json
/collection/rose-silk-green-brown-stripe,app/(site)/collection/[slug]/page.tsx | lib/seo/json-ld.ts,Organization,root.publisher.@type,From The Trunk,,,,,,@type | name | logo,no,no,yes,uncertain,,page-L2NvbGxlY3Rpb24vcm9zZS1zaWxrLWdyZWVuLWJyb3duLXN0cmlwZQ-schema-2 in seo-inventory-raw.json
