URL,H1 count,H1 text,H1 source file if traceable,H2 count,H2 list,H3 count,H3 list,Multiple H1 issue,Missing H1 issue,Mismatch with PDF/SOT if applicable,Recommended fix
/collection/nila-blue-gold-zari-silk,1,Nila Blue Gold Zari Silk,app/(site)/collection/[slug]/page.tsx,2,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,13,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Coral Sunrise Chiffon Georgette Saree | Indigo & Plum Tied Silk Saree | Forest & Flame Tie Dye Silk | StretchFit Blouse,no,no,,No H1 correction identified.
/collection/colorful-vintage-kanjeevaram,1,Colorful Vintage Kanjeevaram,app/(site)/collection/[slug]/page.tsx,2,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,13,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Marigold Orange StretchFit,no,no,,No H1 correction identified.
/collection/gulabi-kota-cotton,1,Gulabi Kota Cotton,app/(site)/collection/[slug]/page.tsx,2,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,13,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Marigold Orange StretchFit,no,no,,No H1 correction identified.
/collection/kempu-pachai-and-bandhani,1,Kempu Pachai & Bandhani,app/(site)/collection/[slug]/page.tsx,2,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,13,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Coral Sunrise Chiffon Georgette Saree | Indigo & Plum Tied Silk Saree | Forest & Flame Tie Dye Silk | StretchFit Blouse,no,no,,No H1 correction identified.
/collection/pachai-linen-golden-border-drape,1,Pachai Linen Blend,app/(site)/collection/[slug]/page.tsx,2,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,13,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Marigold Orange StretchFit,no,no,,No H1 correction identified.
/404,1,This piece isn't in the trunk.,app/(site)/404/page.tsx,1,Still waiting to be discovered,4,New Arrivals from the Trunk | Sarees with a Story | What Pre-loved Means | Open Your Trunk,no,no,,No H1 correction identified.
/account/addresses,0,,app/(site)/account/sign-in/page.tsx,0,,0,,no,yes,,No H1 correction identified.
/account/orders,0,,app/(site)/account/sign-in/page.tsx,0,,0,,no,yes,,No H1 correction identified.
/account,1,"Welcome, there.",app/(site)/account/page.tsx,0,,0,,no,no,,No H1 correction identified.
/account/profile,0,,app/(site)/account/sign-in/page.tsx,0,,0,,no,yes,,No H1 correction identified.
/account/profile/verify-email,0,,app/(site)/account/sign-in/page.tsx,0,,0,,no,yes,,No H1 correction identified.
/account/sign-in,0,,app/(site)/account/sign-in/page.tsx,0,,0,,no,yes,,No H1 correction identified.
/account/sign-up,0,,app/(site)/account/sign-up/page.tsx,0,,0,,no,yes,,No H1 correction identified.
/account/wishlist,0,,app/(site)/account/sign-in/page.tsx,0,,0,,no,yes,,No H1 correction identified.
/cart,1,Your trunk selection.,app/(site)/cart/page.tsx,3,Not pre-owned. Re-stored. | Your bag | Order summary,0,,no,no,,No H1 correction identified.
/checkout/confirmation,1,We could not load this order.,app/(site)/checkout/confirmation/page.tsx,0,,0,,no,no,,No H1 correction identified.
/checkout,1,Complete your trunk.,app/(site)/checkout/page.tsx,0,,0,,no,no,,No H1 correction identified.
/founders,1,Our Founders,app/(site)/our-team/page.tsx,1,The minds behind the trunk.,0,,no,no,,No H1 correction identified.
/privacy-policy,1,Privacy Policy,app/(site)/policies/[slug]/page.tsx,13,Information we collect | How we use your information | Consent and withdrawal | Sharing of information | Payment security | Cookies and similar technologies | Data retention | Your rights | Children's privacy | Security | Third-party links | Updates to this policy | Contact and grievance,0,,no,no,,No H1 correction identified.
/return-policy,1,Returns & Exchanges,app/(site)/policies/[slug]/page.tsx,12,Return window | When a return is eligible | When a return is not eligible | Condition of returned item | How to request a return | Return approval and pickup | Quality check after return | Refund timeline | Shipping charges | Exchanges and store credit | Damaged or missing package | Final decision,0,,no,no,,No H1 correction identified.
/search,1,Search the collection,app/(site)/search/page.tsx,0,,0,,no,no,,No H1 correction identified.
/shipping-policy,1,Shipping & Delivery,app/(site)/policies/[slug]/page.tsx,10,Processing time | Packaging | Courier partners | Delivery timelines | Shipping charges | Tracking | Delivery attempts | International shipping | Lost or damaged shipments | Unboxing recommendation,0,,no,no,,No H1 correction identified.
/terms-of-service,1,Terms & Conditions,app/(site)/policies/[slug]/page.tsx,9,"About FTT | Product information | Colour and photography | Pricing | Orders and payments | Account, wishlist, and cart | Intellectual property and prohibited use | Limitation of liability | Governing law",0,,no,no,,No H1 correction identified.
/_global-error,1,This piece isn't in the trunk.,app/(site)/[...slug]/page.tsx,1,Still waiting to be discovered,4,New Arrivals from the Trunk | Sarees with a Story | What Pre-loved Means | Open Your Trunk,no,no,,No H1 correction identified.
/_not-found,1,404,app/(site)/[...slug]/page.tsx,1,This page could not be found.,0,,no,no,,No H1 correction identified.
/collection/fabric/chiffon,1,Pre-loved chiffon sarees with soft movement,app/(site)/collection/fabric/[fabric]/page.tsx,1,Questions shoppers ask,6,Tangerine Noir Floral Border Weave | Kesari Sunset Chiffon Saree | Magenta Mist Chiffon Drape | Mint Chiffon Garden Border Saree | Pressed Bloom Sheer Chiffon | Is chiffon suitable for occasion wear?,no,no,,No H1 correction identified.
/collection/fabric/georgette,1,Pre-loved georgette sarees for fluid drape,app/(site)/collection/fabric/[fabric]/page.tsx,1,Questions shoppers ask,5,Sunset Ombré Chiffon Draped Dream | Midnight Garden Georgette Saree | Rani Pink Georgette | Midnight Gold Embroidered Georgette | Will this page always have georgette sarees?,no,no,,No H1 correction identified.
/collection/fabric/kanjeevaram,1,Pre-loved Kanjeevaram sarees with ceremonial presence,app/(site)/collection/fabric/[fabric]/page.tsx,2,This edit is waiting for the right pieces. | Questions shoppers ask,1,Why are there only a few Kanjeevaram sarees?,no,no,,No H1 correction identified.
/collection/occasion/festive,1,Pre-loved festive sarees for the next celebration,app/(site)/collection/occasion/[occasion]/page.tsx,2,This edit is waiting for the right pieces. | Questions shoppers ask,2,Are pre-loved sarees appropriate for festivals? | Can I gift a pre-loved saree?,no,no,,No H1 correction identified.
/collection/occasion/wedding,1,Pre-loved wedding sarees for meaningful occasions,app/(site)/collection/occasion/[occasion]/page.tsx,2,This edit is waiting for the right pieces. | Questions shoppers ask,1,Can a pre-loved saree be worn for a wedding?,no,no,,No H1 correction identified.
/faq,1,Pre-Loved Saree FAQs,app/(site)/faqs/page.tsx,2,"Our policies, in a glimpse | Common questions, answered",25,"Privacy Policy | Return, Refund & Exchange Policy | Shipping & Delivery Policy | Terms of Service | Authentication & Condition Policy | Care & Packaging Policy | Cancellation Policy | Sell With Us Policy | Grievance Redressal Policy | What is From the Trunk? | What is a pre-loved saree? | Are pre-loved sarees authentic? | Where can I buy authenticated pre-loved sarees in India? | How does From the Trunk verify sarees? | What is the difference between pre-loved and second-hand sarees? | Are vintage sarees sustainable? | How do I sell my old saree? | How do I store a silk saree? | How do I care for a Kanjeevaram saree? | What happens if a one-of-one saree is reserved? | Are the sarees really pre-loved? | Do you offer returns? | How do you ship the sarees? | How do I care for my saree? | What payment methods do you accept?",no,no,,No H1 correction identified.
/about,1,Our Story — Pre-Loved Sarees With Provenance,app/(site)/our-story/page.tsx,1,"Elegance, given a second life.",0,,no,no,,No H1 correction identified.
/stories,1,Our Story — Pre-Loved Sarees With Provenance,app/(site)/our-story/page.tsx,1,"Elegance, given a second life.",0,,no,no,,No H1 correction identified.
/search?q=silk,1,"Results for ""silk""",app/(site)/search/page.tsx,0,,22,Indigo & Plum Tied Silk Saree | Forest & Flame Tie Dye Silk | Green Garden Silk Burgundy Zari Edge | Pink Katan temple border | Forest green silk black gold | Teal moody silk saree | Rose silk | Indigo Dusk | Magenta Cotton Gold Zari Border | Red Blue Madras Check Cotton | Midnight Kesari Cotton Drape | Brown and Mustard light Silk | MAYIL | Kanchipuram Burnt Orange Heirloom Silk | Semmanjal kanjivaram | Thangam Golden Weave Kanjivaram | Violet Bloom Cotton Drape | Soft Girl Selai Green | Classic Gold Weave Kanjivaram | Nava Pazham | Nila Blue Gold Zari Silk | Kempu Pachai & Bandhani,no,no,,No H1 correction identified.
/collection?fabric=silk,1,Pre-Loved& Vintage Luxury Sarees,app/(site)/collection/page.tsx,2,Filters | All pieces,12,"Indigo & Plum Tied Silk Saree | Forest & Flame Tie Dye Silk | Green Garden Silk Burgundy Zari Edge | Every saree, fully vouched for. | Pink Katan temple border | Every saree, fully vouched for. | Forest green silk black gold | Teal moody silk saree | Rose silk | Red Blue Madras Check Cotton | Midnight Kesari Cotton Drape | Brown and Mustard light Silk",no,no,,No H1 correction identified.
/collection?occasion=wedding,1,Pre-Loved& Vintage Luxury Sarees,app/(site)/collection/page.tsx,2,Filters | All pieces,7,Try the newest available pieces from the trunk. | Tangerine Noir Floral Border Weave | Sunset Ombré Chiffon Draped Dream | Indigo & Plum Tied Silk Saree | Marigold & Moss cotton | Midnight Garden Georgette Saree | Green Garden Silk Burgundy Zari Edge,no,no,,No H1 correction identified.
/collection?tags=top-viewed,1,Pre-Loved& Vintage Luxury Sarees,app/(site)/collection/page.tsx,2,Filters | All pieces,9,"Tangerine Noir Floral Border Weave | Kempu Pachai & Bandhani | Indigo & Plum Tied Silk Saree | Every saree, fully vouched for. | Red Blue Madras Check Cotton | Every saree, fully vouched for. | Forest & Flame Tie Dye Silk | Marigold & Moss cotton | Orange Blossom Cotton Weave",no,no,,No H1 correction identified.
/collection?type=blouse,1,Blouses with a story of their own,app/(site)/collection/page.tsx,2,Filters | All pieces,7,"StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Every saree, fully vouched for. | Sleeveless Marigold Orange StretchFit | Every saree, fully vouched for. | Sleeveless Black StretchFit",no,no,,No H1 correction identified.
/collection?sort=price-asc,1,Pre-Loved& Vintage Luxury Sarees,app/(site)/collection/page.tsx,2,Filters | All pieces,12,"Tangerine Noir Floral Border Weave | Sunset Ombré Chiffon Draped Dream | Indigo & Plum Tied Silk Saree | Every saree, fully vouched for. | Forest & Flame Tie Dye Silk | Every saree, fully vouched for. | Moonstone Cream Mauve Border Saree | Marigold & Moss cotton | Midnight Garden Georgette Saree | Green Garden Silk Burgundy Zari Edge | Pink Katan temple border | Forest green silk black gold",no,no,,No H1 correction identified.
/seo-audit-definitely-missing,1,This piece isn't in the trunk.,app/(site)/[...slug]/page.tsx,1,Still waiting to be discovered,4,New Arrivals from the Trunk | Sarees with a Story | What Pre-loved Means | Open Your Trunk,no,no,,No H1 correction identified.
/admin,0,,app/(site)/[...slug]/page.tsx,0,,0,,no,yes,,No H1 correction identified.
/admin/orders/seo-audit-placeholder/packing-slip,0,,app/(admin)/admin/orders/[id]/packing-slip/page.tsx,0,,0,,no,yes,,No H1 correction identified.
/collection/stretchfit-blouse,1,StretchFit Blouse,app/(site)/collection/[slug]/page.tsx,3,Select your blouse size | Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,12,Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit | StretchFit Blouse | Sleeveless Marigold Orange StretchFit,no,no,,No H1 correction identified.
/collection/stretchfit-blouse-1,1,StretchFit Blouse,app/(site)/collection/[slug]/page.tsx,3,Select your blouse size | Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,12,Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Sleeveless Marigold Orange StretchFit | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit,no,no,,No H1 correction identified.
/collection/sleeveless-cerise-pink-stretchfit-blouse,1,Sleeveless Cerise Pink StretchFit Blouse,app/(site)/collection/[slug]/page.tsx,3,Select your blouse size | Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,12,Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Sleeveless Black StretchFit | StretchFit Blouse | StretchFit Blouse | Sleeveless Marigold Orange StretchFit,no,no,,No H1 correction identified.
/collection/sleeveless-marigold-orange-stretchfit,1,Sleeveless Marigold Orange StretchFit,app/(site)/collection/[slug]/page.tsx,3,Select your blouse size | Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,12,Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse | Sleeveless Black StretchFit,no,no,,No H1 correction identified.
/collection/sleeveless-black-stretchfit,1,Sleeveless Black StretchFit,app/(site)/collection/[slug]/page.tsx,3,Select your blouse size | Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,12,Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Sleeveless Cerise Pink StretchFit Blouse | StretchFit Blouse | StretchFit Blouse | Sleeveless Marigold Orange StretchFit,no,no,,No H1 correction identified.
/collection/rose-vine-stripe-chiffon-saree,1,Rose Vine Stripe Chiffon Saree,app/(site)/collection/[slug]/page.tsx,2,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,13,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Tangerine Noir Floral Border Weave | StretchFit Blouse | StretchFit Blouse | Sleeveless Cerise Pink StretchFit Blouse,no,no,,No H1 correction identified.
/collection/coral-sunrise-chiffon-georgette-saree,1,Coral Sunrise Chiffon Georgette Saree,app/(site)/collection/[slug]/page.tsx,2,Not just pre-loved. Carefully re-stored. | Pieces from a similar chapter.,13,Story and provenance | Care and ownership | Measurements | Provenance | Condition | Textile | Measurements | Care | Shipping and ownership | Indigo & Plum Tied Silk Saree | Forest & Flame Tie Dye Silk | StretchFit Blouse | StretchFit Blouse,no,no,,No H1 correction identified.
