Word,Count,Pages used,First page found,Appears in SEO-critical location?,Location examples,Notes
read,17,/faqs | /authentication | /policies | /policies/privacy-policy | /privacy-policy | /faq,/faqs,no,/faqs: body | /authentication: body | /policies: body | /policies/privacy-policy: body | /privacy-policy: body,
till,17,/collection/tangerine-noir-floral-border-weave | /collection/indigo-plum-tied-silk-saree | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/kesari-sunset-chiffon-saree | /collection/magenta-mist-chiffon-drape | /collection/green-chiffon-with-fancy-border | /collection/pressed-bloom-sheer-chiffon | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani,/collection/tangerine-noir-floral-border-weave,no,/collection/tangerine-noir-floral-border-weave: body | /collection/indigo-plum-tied-silk-saree: body | /collection/forest-flame-tie-dye-silk: body | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body,
authentication,16,/faqs | /authentication | /policies | /policies/privacy-policy | /policies/return-refund-policy | /policies/care-packaging-policy | /guides/pre-loved-vs-second-hand-saree | /privacy-policy | /return-policy | /faq,/faqs,yes,/faqs: body | /authentication: title | /policies: meta | /policies/privacy-policy: body | /policies/return-refund-policy: body,Protected commercial term retained by audit normalization.
cannot,16,/faqs | /policies/privacy-policy | /policies/shipping-delivery-policy | /policies/terms-of-service | /policies/cancellation-policy | /privacy-policy | /shipping-policy | /terms-of-service | /faq,/faqs,no,/faqs: body | /policies/privacy-policy: body | /policies/shipping-delivery-policy: body | /policies/terms-of-service: body | /policies/cancellation-policy: body,
data,16,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,yes,/policies/privacy-policy: body | /privacy-policy: body,
exchange,16,/faqs | /policies | /policies/privacy-policy | /policies/shipping-delivery-policy | /policies/terms-of-service | /policies/authentication-condition-policy | /policies/care-packaging-policy | /policies/cancellation-policy | /policies/sell-with-us-policy | /policies/grievance-redressal | /privacy-policy | /shipping-policy | /terms-of-service | /faq,/faqs,yes,/faqs: body | /policies: body | /policies/privacy-policy: body | /policies/shipping-delivery-policy: body | /policies/terms-of-service: body,
fabricfabric,16,/,/,no,/: body,
hello,16,/packing | /policies/privacy-policy | /policies/return-refund-policy | /policies/shipping-delivery-policy | /policies/terms-of-service | /policies/authentication-condition-policy | /policies/cancellation-policy | /policies/sell-with-us-policy | /policies/grievance-redressal | /privacy-policy | /return-policy | /shipping-policy | /terms-of-service,/packing,no,/packing: body | /policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/shipping-delivery-policy: body | /policies/terms-of-service: body,
india,16,/faqs | /contact | /policies/shipping-delivery-policy | /policies/terms-of-service | /collection/fabric/silk | /shipping-policy | /terms-of-service | /faq,/faqs,yes,/faqs: body | /contact: body | /policies/shipping-delivery-policy: body | /policies/terms-of-service: body | /collection/fabric/silk: title,
indigo,16,/collection | /top-viewed | /collection/fabric/silk | /collection/indigo-plum-tied-silk-saree | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani | /collection/coral-sunrise-chiffon-georgette-saree,/collection,yes,/collection: body | /top-viewed: body | /collection/fabric/silk: body | /collection/indigo-plum-tied-silk-saree: title/meta/H1 | /collection/forest-flame-tie-dye-silk: body,
silksilk,16,/collection | /collection/fabric/silk | /collection/indigo-plum-tied-silk-saree | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani | /collection/coral-sunrise-chiffon-georgette-saree,/collection,no,/collection: body | /collection/fabric/silk: body | /collection/indigo-plum-tied-silk-saree: body | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body,
sold,16,/faqs | /collection/tangerine-noir-floral-border-weave | /collection/indigo-plum-tied-silk-saree | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani | /collection/fabric/georgette | /faq,/faqs,no,/faqs: body | /collection/tangerine-noir-floral-border-weave: body | /collection/indigo-plum-tied-silk-saree: body | /collection/forest-flame-tie-dye-silk: body | /collection/verdant-bloom-silk-burgundy-gold-border: body,
vintage,16,/ | /collection | /faqs | /sell-your-saree | /policies/care-packaging-policy | /collection/fabric/silk | /collection/midnight-zari-georgette | /collection/semmanjal-turmeric-gold-kanjeevaram | /collection/colorful-vintage-kanjeevaram | /faq,/,yes,/: meta | /collection: title/H1 | /faqs: body | /sell-your-saree: meta | /policies/care-packaging-policy: body,Protected commercial term retained by audit normalization.
within,16,/faqs | /packing | /policies/return-refund-policy | /policies/shipping-delivery-policy | /policies/authentication-condition-policy | /policies/grievance-redressal | /return-policy | /shipping-policy | /faq,/faqs,no,/faqs: body | /packing: body | /policies/return-refund-policy: body | /policies/shipping-delivery-policy: body | /policies/authentication-condition-policy: body,
dusknew,15,/collection | /top-viewed | /collection/fabric/silk | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani | /collection/coral-sunrise-chiffon-georgette-saree,/collection,no,/collection: body | /top-viewed: body | /collection/fabric/silk: body | /collection/forest-flame-tie-dye-silk: body | /collection/verdant-bloom-silk-burgundy-gold-border: body,
dye,15,/collection | /collection/indigo-plum-tied-silk-saree | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani | /collection/coral-sunrise-chiffon-georgette-saree,/collection,yes,/collection: body | /collection/indigo-plum-tied-silk-saree: body | /collection/forest-flame-tie-dye-silk: title/meta/H1 | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body,
flame,15,/collection | /collection/indigo-plum-tied-silk-saree | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani | /collection/coral-sunrise-chiffon-georgette-saree,/collection,yes,/collection: body | /collection/indigo-plum-tied-silk-saree: body | /collection/forest-flame-tie-dye-silk: title/meta/H1 | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body,
phone,15,/policies/privacy-policy | /policies/return-refund-policy | /policies/shipping-delivery-policy | /policies/grievance-redressal | /privacy-policy | /return-policy | /shipping-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/shipping-delivery-policy: body | /policies/grievance-redressal: body | /privacy-policy: body,
returns,15,/ | /faqs | /policies | /policies/privacy-policy | /policies/return-refund-policy | /privacy-policy | /return-policy | /faq,/,yes,/: body | /faqs: meta | /policies: meta | /policies/privacy-policy: body | /policies/return-refund-policy: title/meta/H1,
styling,15,/ | /contact | /policies/return-refund-policy | /policies/terms-of-service | /policies/care-packaging-policy | /policies/sell-with-us-policy | /blouses | /guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree | /return-policy | /terms-of-service,/,no,/: body | /contact: body | /policies/return-refund-policy: body | /policies/terms-of-service: body | /policies/care-packaging-policy: body,
tie,15,/collection | /collection/indigo-plum-tied-silk-saree | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani | /collection/coral-sunrise-chiffon-georgette-saree,/collection,yes,/collection: body | /collection/indigo-plum-tied-silk-saree: body | /collection/forest-flame-tie-dye-silk: title/meta/H1 | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body,
29,14,/packing | /policies/privacy-policy | /policies/return-refund-policy | /policies/shipping-delivery-policy | /policies/terms-of-service | /policies/authentication-condition-policy | /policies/care-packaging-policy | /policies/cancellation-policy | /policies/sell-with-us-policy | /policies/grievance-redressal | /privacy-policy | /return-policy | /shipping-policy | /terms-of-service,/packing,no,/packing: body | /policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/shipping-delivery-policy: body | /policies/terms-of-service: body,
consent,14,/policies/privacy-policy | /privacy-policy,/policies/privacy-policy,yes,/policies/privacy-policy: body | /privacy-policy: body,
gateway,14,/faqs | /policies | /policies/privacy-policy | /policies/return-refund-policy | /policies/terms-of-service | /policies/grievance-redressal | /privacy-policy | /return-policy | /terms-of-service | /faq,/faqs,no,/faqs: body | /policies: body | /policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/terms-of-service: body,
june,14,/packing | /policies/privacy-policy | /policies/return-refund-policy | /policies/shipping-delivery-policy | /policies/terms-of-service | /policies/authentication-condition-policy | /policies/care-packaging-policy | /policies/cancellation-policy | /policies/sell-with-us-policy | /policies/grievance-redressal | /privacy-policy | /return-policy | /shipping-policy | /terms-of-service,/packing,no,/packing: body | /policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/shipping-delivery-policy: body | /policies/terms-of-service: body,
memory,14,/our-story | /how-it-works | /why | /sell-your-saree | /policies/privacy-policy | /collection/fabric/silk | /privacy-policy | /about | /stories,/our-story,yes,/our-story: body | /how-it-works: body | /why: body | /sell-your-saree: body | /policies/privacy-policy: body,
notes,14,/ | /sell-your-saree | /packing | /policies/privacy-policy | /policies/terms-of-service | /policies/authentication-condition-policy | /policies/sell-with-us-policy | /guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree | /privacy-policy | /terms-of-service,/,no,/: body | /sell-your-saree: body | /packing: body | /policies/privacy-policy: body | /policies/terms-of-service: body,
photos,14,/sell-your-saree | /policies/privacy-policy | /policies/return-refund-policy | /policies/authentication-condition-policy | /policies/sell-with-us-policy | /policies/grievance-redressal | /privacy-policy | /return-policy,/sell-your-saree,no,/sell-your-saree: body | /policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/authentication-condition-policy: body | /policies/sell-with-us-policy: body,
request,14,/policies/privacy-policy | /policies/return-refund-policy | /policies/cancellation-policy | /privacy-policy | /return-policy,/policies/privacy-policy,yes,/policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/cancellation-policy: body | /privacy-policy: body | /return-policy: body,
sell,14,/ | /faqs | /contact | /sell-your-saree | /policies/privacy-policy | /policies/sell-with-us-policy | /privacy-policy | /faq,/,yes,/: body | /faqs: body | /contact: body | /sell-your-saree: title/H1 | /policies/privacy-policy: body,
sunrise,14,/collection/indigo-plum-tied-silk-saree | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani | /collection/coral-sunrise-chiffon-georgette-saree,/collection/indigo-plum-tied-silk-saree,yes,/collection/indigo-plum-tied-silk-saree: body | /collection/forest-flame-tie-dye-silk: body | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body | /collection/forest-green-silk-black-gold: body,
support,14,/faqs | /contact | /policies | /policies/privacy-policy | /policies/shipping-delivery-policy | /policies/grievance-redressal | /privacy-policy | /shipping-policy | /faq,/faqs,yes,/faqs: body | /contact: body | /policies: body | /policies/privacy-policy: body | /policies/shipping-delivery-policy: body,
terms,14,/faqs | /authentication | /policies | /policies/terms-of-service | /policies/sell-with-us-policy | /guides/pre-loved-vs-second-hand-saree | /terms-of-service | /faq,/faqs,yes,/faqs: body | /authentication: body | /policies: body | /policies/terms-of-service: title/meta/H1 | /policies/sell-with-us-policy: body,
write,14,/authentication | /policies/privacy-policy | /policies/return-refund-policy | /policies/shipping-delivery-policy | /policies/terms-of-service | /policies/authentication-condition-policy | /policies/care-packaging-policy | /policies/cancellation-policy | /policies/sell-with-us-policy | /policies/grievance-redressal | /privacy-policy | /return-policy | /shipping-policy | /terms-of-service,/authentication,no,/authentication: body | /policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/shipping-delivery-policy: body | /policies/terms-of-service: body,
000colour,13,/collection | /collection/indigo-plum-tied-silk-saree | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani | /collection/coral-sunrise-chiffon-georgette-saree,/collection,no,/collection: body | /collection/indigo-plum-tied-silk-saree: body | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body | /collection/forest-green-silk-black-gold: body,
appears,13,/ | /packing | /policies/return-refund-policy | /policies/terms-of-service | /policies/cancellation-policy | /collection/midnight-zari-georgette | /collection/semmanjal-turmeric-gold-kanjeevaram | /collection/thangam-golden-weave-kanjivaram | /return-policy | /terms-of-service,/,no,/: body | /packing: body | /policies/return-refund-policy: body | /policies/terms-of-service: body | /policies/cancellation-policy: body,
card,13,/how-it-works | /policies | /packing | /policies/privacy-policy | /policies/return-refund-policy | /policies/terms-of-service | /policies/care-packaging-policy | /privacy-policy | /return-policy | /terms-of-service,/how-it-works,no,/how-it-works: body | /policies: body | /packing: body | /policies/privacy-policy: body | /policies/return-refund-policy: body,
cartreservedforest,13,/collection | /collection/indigo-plum-tied-silk-saree | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani | /collection/coral-sunrise-chiffon-georgette-saree,/collection,no,/collection: body | /collection/indigo-plum-tied-silk-saree: body | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body | /collection/forest-green-silk-black-gold: body,
charges,13,/faqs | /policies | /policies/return-refund-policy | /policies/shipping-delivery-policy | /return-policy | /shipping-policy | /faq,/faqs,yes,/faqs: body | /policies: body | /policies/return-refund-policy: body | /policies/shipping-delivery-policy: body | /return-policy: body,
clear,13,/policies | /sell-your-saree | /policies/return-refund-policy | /policies/sell-with-us-policy | /policies/grievance-redressal | /guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree | /return-policy,/policies,yes,/policies: body | /sell-your-saree: body | /policies/return-refund-policy: body | /policies/sell-with-us-policy: body | /policies/grievance-redressal: body,
cloth,13,/faqs | /authentication | /why | /packing | /policies/shipping-delivery-policy | /policies/care-packaging-policy | /shipping-policy | /faq,/faqs,no,/faqs: body | /authentication: body | /why: body | /packing: body | /policies/shipping-delivery-policy: body,
groundnew,13,/collection | /top-viewed | /collection/mustard-organza-brown-border-drape | /collection/charcoal-gold-organza-heirloom-drape | /collection/beige-organza-peach-bloom | /collection/deep-wine-organza | /collection/kesari-sunset-chiffon-saree | /collection/magenta-mist-chiffon-drape | /collection/green-chiffon-with-fancy-border | /collection/pressed-bloom-sheer-chiffon | /collection/fabric/chiffon | /collection/rose-vine-stripe-chiffon-saree,/collection,no,/collection: body | /top-viewed: body | /collection/mustard-organza-brown-border-drape: body | /collection/charcoal-gold-organza-heirloom-drape: body | /collection/beige-organza-peach-bloom: body,
hour,13,/collection/indigo-plum-tied-silk-saree | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani | /collection/coral-sunrise-chiffon-georgette-saree,/collection/indigo-plum-tied-silk-saree,no,/collection/indigo-plum-tied-silk-saree: body | /collection/forest-flame-tie-dye-silk: body | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body | /collection/forest-green-silk-black-gold: body,
listed,13,/faqs | /authentication | /policies | /policies/terms-of-service | /policies/authentication-condition-policy | /collection/fabric/silk | /blouses | /terms-of-service | /faq,/faqs,yes,/faqs: body | /authentication: body | /policies: body | /policies/terms-of-service: body | /policies/authentication-condition-policy: meta,
marigold,13,/blouses | /collection/sunset-ombr-chiffon-draped-dream | /collection/moonstone-cream-mauve-border-saree | /collection/red-blue-madras-check-cotton | /collection/mayil-peacock-kanjivaram-mix | /collection/burnt-orange-temple-border-kanjivaram | /collection/semmanjal-turmeric-gold-kanjeevaram | /collection/thangam-golden-weave-kanjivaram | /collection/heritage-zari-border-kanjivaram | /collection/nava-pazham-kanjeevaram-silk | /collection/colorful-vintage-kanjeevaram | /collection/gulabi-kota-cotton | /collection/pachai-linen-golden-border-drape,/blouses,yes,/blouses: body | /collection/sunset-ombr-chiffon-draped-dream: body | /collection/moonstone-cream-mauve-border-saree: body | /collection/red-blue-madras-check-cotton: body | /collection/mayil-peacock-kanjivaram-mix: body,
note,13,/ | /how-it-works | /authentication,/,no,/: body | /how-it-works: body | /authentication: body,
partners,13,/policies | /policies/privacy-policy | /policies/terms-of-service | /privacy-policy | /terms-of-service,/policies,no,/policies: body | /policies/privacy-policy: body | /policies/terms-of-service: body | /privacy-policy: body | /terms-of-service: body,
processed,13,/faqs | /policies | /policies/privacy-policy | /policies/return-refund-policy | /policies/shipping-delivery-policy | /policies/terms-of-service | /privacy-policy | /return-policy | /shipping-policy | /terms-of-service | /faq,/faqs,no,/faqs: body | /policies: body | /policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/shipping-delivery-policy: body,
question,13,/policies/privacy-policy | /policies/return-refund-policy | /policies/shipping-delivery-policy | /policies/terms-of-service | /policies/authentication-condition-policy | /policies/care-packaging-policy | /policies/cancellation-policy | /policies/sell-with-us-policy | /policies/grievance-redressal | /privacy-policy | /return-policy | /shipping-policy | /terms-of-service,/policies/privacy-policy,no,/policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/shipping-delivery-policy: body | /policies/terms-of-service: body | /policies/authentication-condition-policy: body,
second,13,/ | /our-story | /faqs | /sell-your-saree | /guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree | /faq | /about | /stories,/,yes,/: body | /our-story: body | /faqs: body | /sell-your-saree: H1 | /guides/what-is-a-pre-loved-saree: body,
stretchfitcotton,13,/blouses | /collection/marigold-moss-cotton | /collection/maroon-chettinad-cotton | /collection/indigo-dusk-silk-cotton | /collection/reddish-mango-cotton-orange-border | /collection/magenta-cotton | /collection/twilight-orange-cotton-weave | /collection/lime-and-gold-cotton-classic | /collection/midnight-tribe-gold-border-cotton | /collection/autumn-ember-golden-leaf-cotton | /collection/orange-blossom-cotton-weave | /collection/blush-green-handwoven-cotton-drape | /collection/brown-kapi-cotton-black-line-border,/blouses,no,/blouses: body | /collection/marigold-moss-cotton: body | /collection/maroon-chettinad-cotton: body | /collection/indigo-dusk-silk-cotton: body | /collection/reddish-mango-cotton-orange-border: body,
stretchfitheirloom,13,/blouses | /collection/sunset-ombr-chiffon-draped-dream | /collection/moonstone-cream-mauve-border-saree | /collection/red-blue-madras-check-cotton | /collection/mayil-peacock-kanjivaram-mix | /collection/burnt-orange-temple-border-kanjivaram | /collection/semmanjal-turmeric-gold-kanjeevaram | /collection/thangam-golden-weave-kanjivaram | /collection/heritage-zari-border-kanjivaram | /collection/nava-pazham-kanjeevaram-silk | /collection/colorful-vintage-kanjeevaram | /collection/gulabi-kota-cotton | /collection/pachai-linen-golden-border-drape,/blouses,no,/blouses: body | /collection/sunset-ombr-chiffon-draped-dream: body | /collection/moonstone-cream-mauve-border-saree: body | /collection/red-blue-madras-check-cotton: body | /collection/mayil-peacock-kanjivaram-mix: body,
sun,13,/collection/indigo-plum-tied-silk-saree | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani | /collection/coral-sunrise-chiffon-georgette-saree,/collection/indigo-plum-tied-silk-saree,no,/collection/indigo-plum-tied-silk-saree: body | /collection/forest-flame-tie-dye-silk: body | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body | /collection/forest-green-silk-black-gold: body,
timenew,13,/collection | /collection/indigo-plum-tied-silk-saree | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani | /collection/coral-sunrise-chiffon-georgette-saree,/collection,no,/collection: body | /collection/indigo-plum-tied-silk-saree: body | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body | /collection/forest-green-silk-black-gold: body,
want,13,/ | /contact | /sell-your-saree | /guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree,/,yes,/: body | /contact: body | /sell-your-saree: body | /guides/what-is-a-pre-loved-saree: body | /guides/pre-loved-vs-second-hand-saree: body,
599the,12,/collection/indigo-plum-tied-silk-saree | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani,/collection/indigo-plum-tied-silk-saree,no,/collection/indigo-plum-tied-silk-saree: body | /collection/forest-flame-tie-dye-silk: body | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body | /collection/forest-green-silk-black-gold: body,
accepted,12,/sell-your-saree | /policies/return-refund-policy | /policies/sell-with-us-policy | /guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree | /return-policy,/sell-your-saree,no,/sell-your-saree: body | /policies/return-refund-policy: body | /policies/sell-with-us-policy: body | /guides/what-is-a-pre-loved-saree: body | /guides/pre-loved-vs-second-hand-saree: body,
age,12,/how-it-works | /why | /policies/terms-of-service | /policies/authentication-condition-policy | /policies/sell-with-us-policy | /collection/fabric/silk | /guides/what-is-a-pre-loved-saree | /terms-of-service,/how-it-works,no,/how-it-works: body | /why: body | /policies/terms-of-service: body | /policies/authentication-condition-policy: body | /policies/sell-with-us-policy: body,
because,12,/faqs | /policies/privacy-policy | /policies/return-refund-policy | /policies/terms-of-service | /guides/what-is-a-pre-loved-saree | /guides/pre-loved-vs-second-hand-saree | /privacy-policy | /return-policy | /terms-of-service | /faq,/faqs,no,/faqs: body | /policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/terms-of-service: body | /guides/what-is-a-pre-loved-saree: body,
business,12,/policies/privacy-policy | /policies/return-refund-policy | /policies/shipping-delivery-policy | /privacy-policy | /return-policy | /shipping-policy,/policies/privacy-policy,no,/policies/privacy-policy: body | /policies/return-refund-policy: body | /policies/shipping-delivery-policy: body | /privacy-policy: body | /return-policy: body,
carry,12,/ | /faqs | /why | /policies/shipping-delivery-policy | /policies/terms-of-service | /policies/authentication-condition-policy | /shipping-policy | /terms-of-service | /faq,/,yes,/: body | /faqs: body | /why: body | /policies/shipping-delivery-policy: body | /policies/terms-of-service: body,
cartpre-lovedindigo,12,/collection | /collection/forest-flame-tie-dye-silk | /collection/verdant-bloom-silk-burgundy-gold-border | /collection/pink-katan-triangle-zari-edge | /collection/forest-green-silk-black-gold | /collection/teal-blue-moody-silk-drape | /collection/rose-silk-green-brown-stripe | /collection/midnight-kesari-cotton-drape | /collection/brown-and-mustard-light-silk | /collection/moss-green-lightweight-silk-selai | /collection/nila-blue-gold-zari-silk | /collection/kempu-pachai-and-bandhani,/collection,no,/collection: body | /collection/forest-flame-tie-dye-silk: body | /collection/verdant-bloom-silk-burgundy-gold-border: body | /collection/pink-katan-triangle-zari-edge: body | /collection/forest-green-silk-black-gold: body,
checkedtextilecottonmeasurementsstandard,12,/collection/marigold-moss-cotton | /collection/maroon-chettinad-cotton | /collection/indigo-dusk-silk-cotton | /collection/reddish-mango-cotton-orange-border | /collection/magenta-cotton | /collection/twilight-orange-cotton-weave | /collection/lime-and-gold-cotton-classic | /collection/midnight-tribe-gold-border-cotton | /collection/autumn-ember-golden-leaf-cotton | /collection/orange-blossom-cotton-weave | /collection/blush-green-handwoven-cotton-drape | /collection/brown-kapi-cotton-black-line-border,/collection/marigold-moss-cotton,no,/collection/marigold-moss-cotton: body | /collection/maroon-chettinad-cotton: body | /collection/indigo-dusk-silk-cotton: body | /collection/reddish-mango-cotton-orange-border: body | /collection/magenta-cotton: body,
